maintenance_run_id,sensor_event_id,event_timestamp,plant_id,production_line_id,machine_id,sensor_id,sensor_type,measurement_unit,sensor_value,threshold_breach_component_score,near_threshold_component_score,anomaly_component_score,degradation_score,runtime_risk_score,maintenance_state_risk_score,production_context_score,quality_context_score,failure_risk_score,equipment_health_score,risk_level,maintenance_priority,recommended_action,recommendation_reason,synthetic_data_flag
MAINT-f281a27e7d014de8,EH-000441,2026-01-13 02:00:00+00:00,PLANT-01,LINE-01-02,MACH-01-02-02,SENS-MACH-01-02-02-VIBRATION,vibration,mm_s,7.158000,70.000000,0.000000,0.000000,46.942571,93.109019,60.000000,36.991870,40.000000,52.204461,47.795539,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; degradation signal: sensor_trend_moving_toward_risk; repeated_warning_breaches; runtime/service proxy is elevated,True
MAINT-f281a27e7d014de8,EH-000503,2026-01-14 02:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-03,SENS-MACH-03-02-03-VIBRATION,vibration,mm_s,6.786000,70.000000,0.000000,0.000000,41.964000,97.041246,60.000000,38.118022,100.000000,51.854888,48.145112,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; degradation signal: repeated_warning_breaches; runtime/service proxy is elevated,True
MAINT-f281a27e7d014de8,EH-000487,2026-01-14 02:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-01,SENS-MACH-02-02-01-VIBRATION,vibration,mm_s,7.300000,70.000000,0.000000,0.000000,47.692571,97.341018,60.000000,5.530973,100.000000,51.416216,48.583784,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; degradation signal: sensor_trend_moving_toward_risk; repeated_warning_breaches; runtime/service proxy is elevated,True
MAINT-f281a27e7d014de8,EH-000437,2026-01-13 02:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-03,SENS-MACH-01-01-03-VIBRATION,vibration,mm_s,6.703000,70.000000,0.000000,0.000000,44.807286,92.046701,60.000000,0.000000,0.000000,49.768462,50.231538,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; degradation signal: sensor_trend_moving_toward_risk; repeated_warning_breaches; runtime/service proxy is elevated,True
MAINT-f281a27e7d014de8,EH-000401,2026-01-12 02:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-03,SENS-MACH-01-01-03-VIBRATION,vibration,mm_s,6.841000,70.000000,0.000000,0.000000,46.905857,85.898122,60.000000,0.000000,0.000000,49.265890,50.734110,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; degradation signal: sensor_trend_moving_toward_risk; repeated_warning_breaches; runtime/service proxy is elevated,True
MAINT-f281a27e7d014de8,EH-000445,2026-01-13 02:00:00+00:00,PLANT-02,LINE-02-01,MACH-02-01-01,SENS-MACH-02-01-01-VIBRATION,vibration,mm_s,7.225000,70.000000,0.000000,0.000000,43.062000,89.524142,60.000000,0.000000,0.000000,49.041021,50.958979,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; degradation signal: repeated_warning_breaches; runtime/service proxy is elevated,True
MAINT-f281a27e7d014de8,EH-000419,2026-01-12 02:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-03,SENS-MACH-02-02-03-VIBRATION,vibration,mm_s,6.950000,70.000000,0.000000,0.000000,44.730571,85.856776,60.000000,0.000000,0.000000,48.824631,51.175369,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; degradation signal: sensor_trend_moving_toward_risk; repeated_warning_breaches; runtime/service proxy is elevated,True
MAINT-f281a27e7d014de8,EH-000417,2026-01-12 02:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-02,SENS-MACH-02-02-02-VIBRATION,vibration,mm_s,6.802000,70.000000,0.000000,0.000000,44.767000,85.558124,60.000000,0.000000,0.000000,48.787119,51.212881,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; degradation signal: sensor_trend_moving_toward_risk; repeated_warning_breaches; runtime/service proxy is elevated,True
MAINT-f281a27e7d014de8,EH-000397,2026-01-12 02:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-01,SENS-MACH-01-01-01-VIBRATION,vibration,mm_s,6.521000,70.000000,0.000000,0.000000,42.099143,84.668463,60.000000,12.135922,60.000000,48.726894,51.273106,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; degradation signal: sensor_trend_moving_toward_risk; repeated_warning_breaches; runtime/service proxy is elevated,True
MAINT-f281a27e7d014de8,EH-000395,2026-01-11 02:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-03,SENS-MACH-03-02-03-VIBRATION,vibration,mm_s,6.530000,70.000000,0.000000,0.000000,41.923000,78.632518,60.000000,25.190355,100.000000,48.438995,51.561005,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; degradation signal: sensor_trend_moving_toward_risk; repeated_warning_breaches; runtime/service proxy is elevated,True
MAINT-f281a27e7d014de8,EH-000409,2026-01-12 02:00:00+00:00,PLANT-02,LINE-02-01,MACH-02-01-01,SENS-MACH-02-01-01-VIBRATION,vibration,mm_s,6.888000,70.000000,0.000000,0.000000,43.799286,83.306374,60.000000,0.000000,0.000000,48.255813,51.744187,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; degradation signal: sensor_trend_moving_toward_risk; repeated_warning_breaches; runtime/service proxy is elevated,True
MAINT-f281a27e7d014de8,EH-000351,2026-01-10 02:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-02,SENS-MACH-03-01-02-VIBRATION,vibration,mm_s,6.597000,70.000000,0.000000,0.000000,41.492000,74.802149,60.000000,26.096491,100.000000,47.823547,52.176453,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; degradation signal: repeated_warning_breaches; runtime/service proxy is elevated,True
MAINT-f281a27e7d014de8,EH-000495,2026-01-14 02:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-02,SENS-MACH-03-01-02-VIBRATION,vibration,mm_s,6.894000,70.000000,0.000000,0.000000,17.495286,95.014762,60.000000,53.861789,100.000000,47.444361,52.555639,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; runtime/service proxy is elevated,True
MAINT-f281a27e7d014de8,EH-000335,2026-01-10 02:00:00+00:00,PLANT-01,LINE-01-02,MACH-01-02-03,SENS-MACH-01-02-03-VIBRATION,vibration,mm_s,7.240000,70.000000,0.000000,0.000000,45.867714,74.802638,60.000000,0.000000,0.000000,47.393939,52.606061,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; degradation signal: sensor_trend_moving_toward_risk; repeated_warning_breaches; runtime/service proxy is elevated,True
MAINT-f281a27e7d014de8,EH-000485,2026-01-14 02:00:00+00:00,PLANT-02,LINE-02-01,MACH-02-01-03,SENS-MACH-02-01-03-VIBRATION,vibration,mm_s,7.070000,70.000000,0.000000,0.000000,21.211714,96.799400,60.000000,28.640777,100.000000,47.194292,52.805708,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; runtime/service proxy is elevated,True
MAINT-f281a27e7d014de8,EH-000347,2026-01-10 02:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-03,SENS-MACH-02-02-03-VIBRATION,vibration,mm_s,7.445000,70.000000,0.000000,0.000000,45.100000,73.772012,60.000000,0.000000,0.000000,47.085802,52.914198,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; degradation signal: sensor_trend_moving_toward_risk; repeated_warning_breaches; runtime/service proxy is elevated,True
MAINT-f281a27e7d014de8,EH-000179,2026-01-05 02:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-03,SENS-MACH-03-02-03-VIBRATION,vibration,mm_s,6.887000,70.000000,0.000000,0.000000,51.666800,45.926443,60.000000,53.187404,100.000000,46.881697,53.118303,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; degradation signal: sensor_trend_moving_toward_risk; repeated_warning_breaches,True
MAINT-f281a27e7d014de8,EH-000451,2026-01-13 02:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-01,SENS-MACH-02-02-01-VIBRATION,vibration,mm_s,7.332000,70.000000,0.000000,0.000000,18.330000,91.108769,60.000000,41.857022,100.000000,46.425166,53.574834,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; runtime/service proxy is elevated,True
MAINT-f281a27e7d014de8,EH-000145,2026-01-05 02:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-01,SENS-MACH-01-01-01-VIBRATION,vibration,mm_s,7.354000,70.000000,0.000000,0.000000,49.194000,45.891044,60.000000,37.315271,60.000000,45.588220,54.411780,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; degradation signal: sensor_trend_moving_toward_risk; repeated_warning_breaches,True
MAINT-f281a27e7d014de8,EH-000235,2026-01-07 02:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-01,SENS-MACH-02-02-01-VIBRATION,vibration,mm_s,7.122000,70.000000,0.000000,0.000000,43.854429,58.447747,60.000000,18.597561,100.000000,45.467926,54.532074,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; degradation signal: sensor_trend_moving_toward_risk; repeated_warning_breaches,True
MAINT-f281a27e7d014de8,EH-000053,2026-01-02 02:00:00+00:00,PLANT-02,LINE-02-01,MACH-02-01-03,SENS-MACH-02-01-03-VIBRATION,vibration,mm_s,9.327000,100.000000,0.000000,0.000000,0.000000,26.939577,100.000000,25.378788,100.000000,45.309876,54.690124,medium,medium,prioritise_non_binding_maintenance_review,sensor value breached critical threshold,True
MAINT-f281a27e7d014de8,EH-000106,2026-01-03 12:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-02,SENS-MACH-03-02-02-TEMPERATURE,temperature,celsius,91.388000,100.000000,0.000000,0.000000,0.000000,34.467110,100.000000,0.000000,0.000000,45.170066,54.829934,medium,medium,prioritise_non_binding_maintenance_review,sensor value breached critical threshold,True
MAINT-f281a27e7d014de8,EH-000475,2026-01-14 02:00:00+00:00,PLANT-01,LINE-01-02,MACH-01-02-01,SENS-MACH-01-02-01-VIBRATION,vibration,mm_s,6.689000,70.000000,0.000000,0.000000,16.722000,98.593693,60.000000,0.000000,0.000000,45.133454,54.866546,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; runtime/service proxy is elevated,True
MAINT-f281a27e7d014de8,EH-000405,2026-01-12 02:00:00+00:00,PLANT-01,LINE-01-02,MACH-01-02-02,SENS-MACH-01-02-02-VIBRATION,vibration,mm_s,6.759000,70.000000,0.000000,0.000000,18.746857,86.817235,60.000000,25.000000,40.000000,45.021957,54.978043,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; runtime/service proxy is elevated,True
MAINT-f281a27e7d014de8,EH-000277,2026-01-08 02:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-01,SENS-MACH-03-01-01-VIBRATION,vibration,mm_s,6.973000,70.000000,0.000000,0.000000,42.432000,61.747761,60.000000,0.000000,0.000000,44.748564,55.251436,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; degradation signal: repeated_warning_breaches,True
MAINT-f281a27e7d014de8,EH-000243,2026-01-07 02:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-02,SENS-MACH-03-01-02-VIBRATION,vibration,mm_s,6.688000,70.000000,0.000000,0.000000,41.949286,55.991159,60.000000,18.845178,100.000000,44.730790,55.269210,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; degradation signal: sensor_trend_moving_toward_risk; repeated_warning_breaches,True
MAINT-f281a27e7d014de8,EH-000465,2026-01-13 02:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-02,SENS-MACH-03-02-02-VIBRATION,vibration,mm_s,7.117000,70.000000,0.000000,0.000000,19.729571,90.383231,60.000000,0.000000,0.000000,44.503399,55.496601,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; runtime/service proxy is elevated,True
MAINT-f281a27e7d014de8,EH-000163,2026-01-05 02:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-01,SENS-MACH-02-02-01-VIBRATION,vibration,mm_s,7.448000,70.000000,0.000000,0.000000,46.126800,46.044392,60.000000,22.652284,100.000000,44.264633,55.735367,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; degradation signal: sensor_trend_moving_toward_risk; repeated_warning_breaches,True
MAINT-f281a27e7d014de8,EH-000169,2026-01-05 02:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-01,SENS-MACH-03-01-01-VIBRATION,vibration,mm_s,7.219000,70.000000,0.000000,0.000000,50.345200,47.704645,60.000000,0.000000,0.000000,44.224737,55.775263,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; degradation signal: sensor_trend_moving_toward_risk; repeated_warning_breaches,True
MAINT-f281a27e7d014de8,EH-000171,2026-01-05 02:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-02,SENS-MACH-03-01-02-VIBRATION,vibration,mm_s,6.672000,70.000000,0.000000,0.000000,44.300800,43.582976,60.000000,34.569597,100.000000,44.126086,55.873914,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; degradation signal: sensor_trend_moving_toward_risk; repeated_warning_breaches,True
MAINT-f281a27e7d014de8,EH-000205,2026-01-06 02:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-01,SENS-MACH-03-01-01-VIBRATION,vibration,mm_s,6.951000,70.000000,0.000000,0.000000,48.154114,49.362106,60.000000,0.000000,0.000000,44.035139,55.964861,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; degradation signal: sensor_trend_moving_toward_risk; repeated_warning_breaches,True
MAINT-f281a27e7d014de8,EH-000359,2026-01-10 02:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-03,SENS-MACH-03-02-03-VIBRATION,vibration,mm_s,6.551000,70.000000,0.000000,0.000000,16.378000,72.475893,60.000000,55.478821,100.000000,43.920925,56.079075,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; runtime/service proxy is elevated,True
MAINT-f281a27e7d014de8,EH-000365,2026-01-11 02:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-03,SENS-MACH-01-01-03-VIBRATION,vibration,mm_s,6.882000,70.000000,0.000000,0.000000,19.313857,79.514622,60.000000,0.000000,0.000000,42.789965,57.210035,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; runtime/service proxy is elevated,True
MAINT-f281a27e7d014de8,EH-000289,2026-01-09 02:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-01,SENS-MACH-01-01-01-VIBRATION,vibration,mm_s,7.189000,70.000000,0.000000,0.000000,17.972000,66.242035,60.000000,37.027915,60.000000,42.382101,57.617899,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold,True
MAINT-f281a27e7d014de8,EH-000327,2026-01-10 02:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-02,SENS-MACH-01-01-02-VIBRATION,vibration,mm_s,7.664000,70.000000,35.000000,0.000000,22.170286,72.877524,60.000000,0.000000,0.000000,42.365686,57.634314,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; sensor value is near a configured threshold; runtime/service proxy is elevated,True
MAINT-f281a27e7d014de8,EH-000355,2026-01-10 02:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-01,SENS-MACH-03-02-01-VIBRATION,vibration,mm_s,6.708000,70.000000,0.000000,0.000000,18.796714,75.792060,60.000000,0.000000,0.000000,42.128152,57.871848,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; runtime/service proxy is elevated,True
MAINT-f281a27e7d014de8,EH-000173,2026-01-05 02:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-03,SENS-MACH-03-01-03-VIBRATION,vibration,mm_s,6.657000,70.000000,0.000000,0.000000,41.642000,44.251709,60.000000,0.000000,0.000000,41.966156,58.033844,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; degradation signal: repeated_warning_breaches,True
MAINT-f281a27e7d014de8,EH-000345,2026-01-10 02:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-02,SENS-MACH-02-02-02-VIBRATION,vibration,mm_s,7.137000,70.000000,0.000000,0.000000,17.909286,73.079144,60.000000,0.000000,0.000000,41.543729,58.456271,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold; runtime/service proxy is elevated,True
MAINT-f281a27e7d014de8,EH-000317,2026-01-09 02:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-03,SENS-MACH-03-01-03-VIBRATION,vibration,mm_s,7.252000,70.000000,0.000000,0.000000,18.419286,69.026238,60.000000,0.000000,0.000000,41.037793,58.962207,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold,True
MAINT-f281a27e7d014de8,EH-000275,2026-01-08 02:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-03,SENS-MACH-02-02-03-VIBRATION,vibration,mm_s,6.940000,70.000000,0.000000,0.000000,19.883714,61.173962,60.000000,0.000000,0.000000,40.152837,59.847163,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold,True
MAINT-f281a27e7d014de8,EH-000263,2026-01-08 02:00:00+00:00,PLANT-01,LINE-01-02,MACH-01-02-03,SENS-MACH-01-02-03-VIBRATION,vibration,mm_s,7.181000,70.000000,0.000000,0.000000,18.534857,62.407328,60.000000,0.000000,0.000000,40.068071,59.931929,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold,True
MAINT-f281a27e7d014de8,EH-000259,2026-01-08 02:00:00+00:00,PLANT-01,LINE-01-02,MACH-01-02-01,SENS-MACH-01-02-01-VIBRATION,vibration,mm_s,6.762000,70.000000,0.000000,0.000000,18.797857,61.525224,60.000000,0.000000,0.000000,39.988355,60.011645,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold,True
MAINT-f281a27e7d014de8,EH-000197,2026-01-06 02:00:00+00:00,PLANT-02,LINE-02-01,MACH-02-01-03,SENS-MACH-02-01-03-VIBRATION,vibration,mm_s,6.791000,70.000000,0.000000,0.000000,19.335143,51.707670,60.000000,18.368545,100.000000,39.541606,60.458394,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold,True
MAINT-f281a27e7d014de8,EH-000165,2026-01-05 02:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-02,SENS-MACH-02-02-02-VIBRATION,vibration,mm_s,7.284000,70.000000,0.000000,0.000000,26.802000,46.621409,60.000000,0.000000,0.000000,39.353611,60.646389,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold,True
MAINT-f281a27e7d014de8,EH-000229,2026-01-07 02:00:00+00:00,PLANT-02,LINE-02-01,MACH-02-01-01,SENS-MACH-02-01-01-VIBRATION,vibration,mm_s,6.522000,70.000000,0.000000,0.000000,16.736714,57.033679,60.000000,0.000000,0.000000,38.902395,61.097605,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold,True
MAINT-f281a27e7d014de8,EH-000149,2026-01-05 02:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-03,SENS-MACH-01-01-03-VIBRATION,vibration,mm_s,6.947000,70.000000,0.000000,0.000000,19.360000,46.884173,60.000000,0.000000,0.000000,37.904626,62.095374,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold,True
MAINT-f281a27e7d014de8,EH-000143,2026-01-04 02:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-03,SENS-MACH-03-02-03-VIBRATION,vibration,mm_s,7.530000,70.000000,0.000000,0.000000,0.000000,39.736029,60.000000,42.663043,100.000000,35.093556,64.906444,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold,True
MAINT-f281a27e7d014de8,EH-000127,2026-01-04 02:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-01,SENS-MACH-02-02-01-VIBRATION,vibration,mm_s,6.781000,70.000000,0.000000,0.000000,0.000000,39.902249,60.000000,38.216440,100.000000,34.896159,65.103841,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold,True
MAINT-f281a27e7d014de8,EH-000467,2026-01-13 02:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-03,SENS-MACH-03-02-03-VIBRATION,vibration,mm_s,6.435000,35.000000,35.000000,0.000000,41.854714,90.858877,0.000000,37.159864,100.000000,34.357768,65.642232,medium,medium,review_degradation_trend,sensor value is near a configured threshold; degradation signal: sensor_trend_moving_toward_risk; repeated_warning_breaches; runtime/service proxy is elevated,True
MAINT-f281a27e7d014de8,EH-000109,2026-01-04 02:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-01,SENS-MACH-01-01-01-VIBRATION,vibration,mm_s,7.202000,70.000000,0.000000,0.000000,0.000000,39.554206,60.000000,17.450495,60.000000,33.805656,66.194344,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold,True
MAINT-f281a27e7d014de8,EH-000135,2026-01-04 02:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-02,SENS-MACH-03-01-02-VIBRATION,vibration,mm_s,6.923000,70.000000,0.000000,0.000000,0.000000,41.809664,60.000000,10.294118,100.000000,33.786155,66.213845,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold,True
MAINT-f281a27e7d014de8,EH-000091,2026-01-03 02:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-01,SENS-MACH-02-02-01-VIBRATION,vibration,mm_s,6.576000,70.000000,0.000000,0.000000,0.000000,33.731144,60.000000,29.405286,100.000000,33.529936,66.470064,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold,True
MAINT-f281a27e7d014de8,EH-000473,2026-01-14 02:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-03,SENS-MACH-01-01-03-VIBRATION,vibration,mm_s,6.305000,35.000000,35.000000,0.000000,41.365857,97.965186,0.000000,0.000000,0.000000,33.467949,66.532051,medium,medium,review_degradation_trend,sensor value is near a configured threshold; degradation signal: sensor_trend_moving_toward_risk; repeated_warning_breaches; runtime/service proxy is elevated,True
MAINT-f281a27e7d014de8,EH-000131,2026-01-04 02:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-03,SENS-MACH-02-02-03-VIBRATION,vibration,mm_s,7.328000,70.000000,0.000000,0.000000,0.000000,40.946868,60.000000,0.000000,0.000000,33.142030,66.857970,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold,True
MAINT-f281a27e7d014de8,EH-000141,2026-01-04 02:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-02,SENS-MACH-03-02-02-VIBRATION,vibration,mm_s,7.192000,70.000000,0.000000,0.000000,0.000000,39.146139,60.000000,0.000000,0.000000,32.871921,67.128079,medium,medium,review_sensor_threshold_breach,sensor value breached warning threshold,True
