maintenance_run_id,alert_id,sensor_event_id,event_timestamp,plant_id,production_line_id,machine_id,sensor_id,sensor_type,measurement_unit,sensor_value,source_threshold_status,calculated_threshold_status,threshold_consistency_flag,warning_breach_flag,critical_breach_flag,near_threshold_flag,robust_zscore,isolation_forest_score,anomaly_flags,degradation_score,runtime_risk_score,maintenance_state,failure_risk_score,equipment_health_score,risk_level,maintenance_priority,recommended_action,recommendation_reason,investigation_context,synthetic_data_flag
MAINT-f281a27e7d014de8,MA-2bb318816bd4,EH-000501,2026-01-14 02:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-02,SENS-MACH-03-02-02-VIBRATION,vibration,mm_s,6.255000,normal,normal,True,False,False,True,0.000000,0.000000,,18.092857,96.441703,normal,28.584827,71.415173,low,low,monitor_near_threshold_sensor,sensor value is near a configured threshold; runtime/service proxy is elevated,machine_warning_breach_count=2; machine_critical_breach_count=1; sensor_type_anomaly_count=0; context_is_investigative_not_causal; high_runtime_since_service_proxy,True
MAINT-f281a27e7d014de8,MA-cb4488f3a935,EH-000471,2026-01-14 02:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-02,SENS-MACH-01-01-02-VIBRATION,vibration,mm_s,6.356000,normal,normal,True,False,False,True,0.000000,0.000000,,16.284714,97.500803,normal,28.382063,71.617937,low,low,monitor_near_threshold_sensor,sensor value is near a configured threshold; runtime/service proxy is elevated,machine_warning_breach_count=1; machine_critical_breach_count=0; sensor_type_anomaly_count=0; context_is_investigative_not_causal; high_runtime_since_service_proxy,True
MAINT-f281a27e7d014de8,MA-6f2fbe7e2a61,EH-000499,2026-01-14 02:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-01,SENS-MACH-03-02-01-VIBRATION,vibration,mm_s,6.260000,normal,normal,True,False,False,True,0.000000,0.000000,,16.938286,96.192932,normal,28.316597,71.683403,low,low,monitor_near_threshold_sensor,sensor value is near a configured threshold; runtime/service proxy is elevated,machine_warning_breach_count=1; machine_critical_breach_count=1; sensor_type_anomaly_count=0; context_is_investigative_not_causal; high_runtime_since_service_proxy,True
MAINT-f281a27e7d014de8,MA-807cf85a44b1,EH-000491,2026-01-14 02:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-03,SENS-MACH-02-02-03-VIBRATION,vibration,mm_s,6.009000,normal,normal,True,False,False,True,0.000000,0.000000,,15.022000,98.301966,normal,28.249695,71.750305,low,low,monitor_near_threshold_sensor,sensor value is near a configured threshold; runtime/service proxy is elevated,machine_warning_breach_count=4; machine_critical_breach_count=0; sensor_type_anomaly_count=0; context_is_investigative_not_causal; high_runtime_since_service_proxy,True
MAINT-f281a27e7d014de8,MA-2685d7d51f88,EH-000181,2026-01-06 02:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-01,SENS-MACH-01-01-01-VIBRATION,vibration,mm_s,6.182000,normal,normal,True,False,False,True,0.000000,0.000000,,43.284229,52.020314,normal,28.091650,71.908350,low,low,review_degradation_trend,sensor value is near a configured threshold; degradation signal: sensor_trend_moving_toward_risk; repeated_warning_breaches,machine_warning_breach_count=5; machine_critical_breach_count=0; sensor_type_anomaly_count=0; context_is_investigative_not_causal; sensor_trend_moving_toward_risk; repeated_warning_breaches; recent_production_downtime_present; quality_alert_context_available,True
MAINT-f281a27e7d014de8,MA-dfd1ae037931,EH-000199,2026-01-06 02:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-01,SENS-MACH-02-02-01-VIBRATION,vibration,mm_s,6.248000,normal,normal,True,False,False,True,0.000000,0.000000,,41.277600,52.257333,normal,27.834199,72.165801,low,low,review_degradation_trend,sensor value is near a configured threshold; degradation signal: sensor_trend_moving_toward_risk; repeated_warning_breaches,machine_warning_breach_count=7; machine_critical_breach_count=0; sensor_type_anomaly_count=0; context_is_investigative_not_causal; sensor_trend_moving_toward_risk; repeated_warning_breaches; recent_production_downtime_present; quality_alert_context_available,True
MAINT-f281a27e7d014de8,MA-a18a67af9d38,EH-000493,2026-01-14 02:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-01,SENS-MACH-03-01-01-VIBRATION,vibration,mm_s,6.137000,normal,normal,True,False,False,True,0.000000,0.000000,,15.342000,94.505326,normal,27.744199,72.255801,low,low,monitor_near_threshold_sensor,sensor value is near a configured threshold; runtime/service proxy is elevated,machine_warning_breach_count=4; machine_critical_breach_count=0; sensor_type_anomaly_count=0; context_is_investigative_not_causal; high_runtime_since_service_proxy,True
MAINT-f281a27e7d014de8,MA-f2947538d163,EH-000354,2026-01-10 12:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-03,SENS-MACH-03-01-03-TEMPERATURE,temperature,celsius,66.224000,normal,normal,True,False,False,False,0.000000,0.000000,,81.192143,76.629885,normal,27.732911,72.267089,low,low,review_degradation_trend,degradation signal: sensor_trend_moving_toward_risk; recent_critical_breach; runtime/service proxy is elevated,machine_warning_breach_count=3; machine_critical_breach_count=1; sensor_type_anomaly_count=0; context_is_investigative_not_causal; sensor_trend_moving_toward_risk; recent_critical_breach; high_runtime_since_service_proxy,True
MAINT-f281a27e7d014de8,MA-50c98124ca90,EH-000333,2026-01-10 02:00:00+00:00,PLANT-01,LINE-01-02,MACH-01-02-02,SENS-MACH-01-02-02-VIBRATION,vibration,mm_s,6.402000,normal,normal,True,False,False,True,0.000000,0.000000,,16.006000,74.499159,normal,27.100776,72.899224,low,low,monitor_near_threshold_sensor,sensor value is near a configured threshold; runtime/service proxy is elevated,machine_warning_breach_count=2; machine_critical_breach_count=1; sensor_type_anomaly_count=0; context_is_investigative_not_causal; high_runtime_since_service_proxy; recent_production_downtime_present; quality_alert_context_available,True
MAINT-f281a27e7d014de8,MA-9d2d00985aee,EH-000390,2026-01-11 12:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-03,SENS-MACH-03-01-03-TEMPERATURE,temperature,celsius,65.661000,normal,normal,True,False,False,False,0.000000,0.000000,,72.292714,82.881443,normal,26.890759,73.109241,low,low,review_degradation_trend,degradation signal: sensor_trend_moving_toward_risk; recent_critical_breach; runtime/service proxy is elevated,machine_warning_breach_count=3; machine_critical_breach_count=1; sensor_type_anomaly_count=0; context_is_investigative_not_causal; sensor_trend_moving_toward_risk; recent_critical_breach; high_runtime_since_service_proxy,True
MAINT-f281a27e7d014de8,MA-00fe6a2875ac,EH-000427,2026-01-12 02:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-01,SENS-MACH-03-02-01-VIBRATION,vibration,mm_s,6.052000,normal,normal,True,False,False,True,0.000000,0.000000,,18.712429,83.527302,normal,26.771581,73.228419,low,low,monitor_near_threshold_sensor,sensor value is near a configured threshold; runtime/service proxy is elevated,machine_warning_breach_count=1; machine_critical_breach_count=1; sensor_type_anomaly_count=0; context_is_investigative_not_causal; high_runtime_since_service_proxy,True
MAINT-f281a27e7d014de8,MA-102abad28070,EH-000363,2026-01-11 02:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-02,SENS-MACH-01-01-02-VIBRATION,vibration,mm_s,6.363000,normal,normal,True,False,False,True,0.000000,0.000000,,19.513143,79.056675,normal,26.261130,73.738870,low,low,monitor_near_threshold_sensor,sensor value is near a configured threshold; runtime/service proxy is elevated,machine_warning_breach_count=1; machine_critical_breach_count=0; sensor_type_anomaly_count=0; context_is_investigative_not_causal; high_runtime_since_service_proxy,True
MAINT-f281a27e7d014de8,MA-4f3ad19d6dd4,EH-000479,2026-01-14 02:00:00+00:00,PLANT-01,LINE-01-02,MACH-01-02-03,SENS-MACH-01-02-03-VIBRATION,vibration,mm_s,5.697000,normal,normal,True,False,False,False,0.000000,0.000000,,59.242000,95.293616,normal,26.142442,73.857558,low,low,review_degradation_trend,degradation signal: recent_critical_breach; runtime/service proxy is elevated,machine_warning_breach_count=2; machine_critical_breach_count=1; sensor_type_anomaly_count=0; context_is_investigative_not_causal; recent_critical_breach; high_runtime_since_service_proxy,True
MAINT-f281a27e7d014de8,MA-484546880415,EH-000385,2026-01-11 02:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-01,SENS-MACH-03-01-01-VIBRATION,vibration,mm_s,6.067000,normal,normal,True,False,False,True,0.000000,0.000000,,15.168000,80.343139,normal,25.585071,74.414929,low,low,monitor_near_threshold_sensor,sensor value is near a configured threshold; runtime/service proxy is elevated,machine_warning_breach_count=4; machine_critical_breach_count=0; sensor_type_anomaly_count=0; context_is_investigative_not_causal; high_runtime_since_service_proxy,True
MAINT-f281a27e7d014de8,MA-0d762482d1d6,EH-000329,2026-01-10 02:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-03,SENS-MACH-01-01-03-VIBRATION,vibration,mm_s,6.232000,normal,normal,True,False,False,True,0.000000,0.000000,,18.946429,73.456150,normal,25.307708,74.692292,low,low,monitor_near_threshold_sensor,sensor value is near a configured threshold; runtime/service proxy is elevated,machine_warning_breach_count=4; machine_critical_breach_count=0; sensor_type_anomaly_count=0; context_is_investigative_not_causal; high_runtime_since_service_proxy,True
MAINT-f281a27e7d014de8,MA-549e59b9bf4b,EH-000339,2026-01-10 02:00:00+00:00,PLANT-02,LINE-02-01,MACH-02-01-02,SENS-MACH-02-01-02-VIBRATION,vibration,mm_s,6.244000,normal,normal,True,False,False,True,0.000000,0.000000,,15.610000,75.966326,normal,25.016949,74.983051,low,low,monitor_near_threshold_sensor,sensor value is near a configured threshold; runtime/service proxy is elevated,machine_warning_breach_count=0; machine_critical_breach_count=1; sensor_type_anomaly_count=0; context_is_investigative_not_causal; high_runtime_since_service_proxy,True
MAINT-f281a27e7d014de8,MA-4ffcbd52d1b9,EH-000248,2026-01-07 12:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-01,SENS-MACH-03-02-01-TEMPERATURE,temperature,celsius,63.805000,normal,normal,True,False,False,False,0.000000,0.000000,,80.298429,58.762774,normal,24.874102,75.125898,low,low,review_degradation_trend,degradation signal: sensor_trend_moving_toward_risk; recent_critical_breach,machine_warning_breach_count=1; machine_critical_breach_count=1; sensor_type_anomaly_count=0; context_is_investigative_not_causal; sensor_trend_moving_toward_risk; recent_critical_breach,True
MAINT-f281a27e7d014de8,MA-fd0fe1feb9eb,EH-000426,2026-01-12 12:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-03,SENS-MACH-03-01-03-TEMPERATURE,temperature,celsius,64.535000,normal,normal,True,False,False,False,0.000000,0.000000,,60.543714,84.719117,normal,24.816610,75.183390,low,low,review_degradation_trend,degradation signal: sensor_trend_moving_toward_risk; recent_critical_breach; runtime/service proxy is elevated,machine_warning_breach_count=3; machine_critical_breach_count=1; sensor_type_anomaly_count=0; context_is_investigative_not_causal; sensor_trend_moving_toward_risk; recent_critical_breach; high_runtime_since_service_proxy,True
MAINT-f281a27e7d014de8,MA-b835b3fb893b,EH-000443,2026-01-13 02:00:00+00:00,PLANT-01,LINE-01-02,MACH-01-02-03,SENS-MACH-01-02-03-VIBRATION,vibration,mm_s,4.820000,normal,normal,True,False,False,False,0.000000,0.000000,,57.050000,88.953561,normal,24.753034,75.246966,low,low,review_degradation_trend,degradation signal: recent_critical_breach; runtime/service proxy is elevated,machine_warning_breach_count=2; machine_critical_breach_count=1; sensor_type_anomaly_count=0; context_is_investigative_not_causal; recent_critical_breach; high_runtime_since_service_proxy,True
MAINT-f281a27e7d014de8,MA-8feb55f2542e,EH-000407,2026-01-12 02:00:00+00:00,PLANT-01,LINE-01-02,MACH-01-02-03,SENS-MACH-01-02-03-VIBRATION,vibration,mm_s,4.289000,normal,normal,True,False,False,False,0.000000,0.000000,,57.561857,87.234956,normal,24.597615,75.402385,low,low,review_degradation_trend,degradation signal: sensor_trend_moving_toward_risk; recent_critical_breach; runtime/service proxy is elevated,machine_warning_breach_count=2; machine_critical_breach_count=1; sensor_type_anomaly_count=0; context_is_investigative_not_causal; sensor_trend_moving_toward_risk; recent_critical_breach; high_runtime_since_service_proxy,True
MAINT-f281a27e7d014de8,MA-1e120d8b524c,EH-000357,2026-01-10 02:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-02,SENS-MACH-03-02-02-VIBRATION,vibration,mm_s,6.336000,normal,normal,True,False,False,True,0.000000,0.000000,,15.840000,71.910140,normal,24.454521,75.545479,low,low,monitor_near_threshold_sensor,sensor value is near a configured threshold; runtime/service proxy is elevated,machine_warning_breach_count=2; machine_critical_breach_count=1; sensor_type_anomaly_count=0; context_is_investigative_not_causal; high_runtime_since_service_proxy,True
MAINT-f281a27e7d014de8,MA-e2ef3e0ea8b2,EH-000287,2026-01-08 02:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-03,SENS-MACH-03-02-03-VIBRATION,vibration,mm_s,6.369000,normal,normal,True,False,False,True,0.000000,0.000000,,18.141571,64.219320,normal,24.439631,75.560369,low,low,monitor_near_threshold_sensor,sensor value is near a configured threshold,machine_warning_breach_count=5; machine_critical_breach_count=0; sensor_type_anomaly_count=0; context_is_investigative_not_causal; recent_production_downtime_present; quality_alert_context_available,True
MAINT-f281a27e7d014de8,MA-21cbff6cd5c8,EH-000323,2026-01-09 02:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-03,SENS-MACH-03-02-03-VIBRATION,vibration,mm_s,6.435000,normal,normal,True,False,False,True,0.000000,0.000000,,16.088000,66.029641,normal,24.304670,75.695330,low,low,monitor_near_threshold_sensor,sensor value is near a configured threshold,machine_warning_breach_count=5; machine_critical_breach_count=0; sensor_type_anomaly_count=0; context_is_investigative_not_causal; recent_production_downtime_present; quality_alert_context_available,True
MAINT-f281a27e7d014de8,MA-571d9140723e,EH-000311,2026-01-09 02:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-03,SENS-MACH-02-02-03-VIBRATION,vibration,mm_s,6.313000,normal,normal,True,False,False,True,0.000000,0.000000,,17.870000,67.485055,normal,24.196758,75.803242,low,low,monitor_near_threshold_sensor,sensor value is near a configured threshold,machine_warning_breach_count=4; machine_critical_breach_count=0; sensor_type_anomaly_count=0; context_is_investigative_not_causal,True
MAINT-f281a27e7d014de8,MA-886018b7da76,EH-000293,2026-01-09 02:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-03,SENS-MACH-01-01-03-VIBRATION,vibration,mm_s,6.405000,normal,normal,True,False,False,True,0.000000,0.000000,,17.059000,67.077477,normal,23.973422,76.026578,low,low,monitor_near_threshold_sensor,sensor value is near a configured threshold,machine_warning_breach_count=4; machine_critical_breach_count=0; sensor_type_anomaly_count=0; context_is_investigative_not_causal,True
MAINT-f281a27e7d014de8,MA-7b09f11b12f2,EH-000284,2026-01-08 12:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-01,SENS-MACH-03-02-01-TEMPERATURE,temperature,celsius,65.240000,normal,normal,True,False,False,False,0.000000,0.000000,,68.766714,64.781020,normal,23.470496,76.529504,low,low,review_degradation_trend,degradation signal: sensor_trend_moving_toward_risk; recent_critical_breach,machine_warning_breach_count=1; machine_critical_breach_count=1; sensor_type_anomaly_count=0; context_is_investigative_not_causal; sensor_trend_moving_toward_risk; recent_critical_breach,True
MAINT-f281a27e7d014de8,MA-cac878c8e887,EH-000257,2026-01-08 02:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-03,SENS-MACH-01-01-03-VIBRATION,vibration,mm_s,6.237000,normal,normal,True,False,False,True,0.000000,0.000000,,15.751429,60.856491,normal,22.778759,77.221241,low,low,monitor_near_threshold_sensor,sensor value is near a configured threshold,machine_warning_breach_count=4; machine_critical_breach_count=0; sensor_type_anomaly_count=0; context_is_investigative_not_causal,True
MAINT-f281a27e7d014de8,MA-12411929d1ec,EH-000320,2026-01-09 12:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-01,SENS-MACH-03-02-01-TEMPERATURE,temperature,celsius,66.020000,normal,normal,True,False,False,False,0.000000,0.000000,,59.672000,71.156475,normal,22.607871,77.392129,low,low,review_degradation_trend,degradation signal: recent_critical_breach; runtime/service proxy is elevated,machine_warning_breach_count=1; machine_critical_breach_count=1; sensor_type_anomaly_count=0; context_is_investigative_not_causal; recent_critical_breach; high_runtime_since_service_proxy,True
MAINT-f281a27e7d014de8,MA-e9a64147774a,EH-000167,2026-01-05 02:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-03,SENS-MACH-02-02-03-VIBRATION,vibration,mm_s,5.853000,normal,normal,True,False,False,True,0.000000,0.000000,,23.474800,47.126019,normal,22.263863,77.736137,low,low,monitor_near_threshold_sensor,sensor value is near a configured threshold,machine_warning_breach_count=4; machine_critical_breach_count=0; sensor_type_anomaly_count=0; context_is_investigative_not_causal,True
MAINT-f281a27e7d014de8,MA-96f64880fd38,EH-000227,2026-01-07 02:00:00+00:00,PLANT-01,LINE-01-02,MACH-01-02-03,SENS-MACH-01-02-03-VIBRATION,vibration,mm_s,6.408000,normal,normal,True,False,False,True,0.000000,0.000000,,16.020000,56.445399,normal,22.170810,77.829190,low,low,monitor_near_threshold_sensor,sensor value is near a configured threshold,machine_warning_breach_count=2; machine_critical_breach_count=1; sensor_type_anomaly_count=0; context_is_investigative_not_causal,True
MAINT-f281a27e7d014de8,MA-b775ecb30bf7,EH-000245,2026-01-07 02:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-03,SENS-MACH-03-01-03-VIBRATION,vibration,mm_s,5.928000,normal,normal,True,False,False,True,0.000000,0.000000,,14.820000,56.515077,normal,21.941262,78.058738,low,low,monitor_near_threshold_sensor,sensor value is near a configured threshold,machine_warning_breach_count=3; machine_critical_breach_count=1; sensor_type_anomaly_count=0; context_is_investigative_not_causal,True
MAINT-f281a27e7d014de8,MA-fb629cabbe3e,EH-000147,2026-01-05 02:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-02,SENS-MACH-01-01-02-VIBRATION,vibration,mm_s,6.294000,normal,normal,True,False,False,True,0.000000,0.000000,,22.515200,46.213831,normal,21.935115,78.064885,low,low,monitor_near_threshold_sensor,sensor value is near a configured threshold,machine_warning_breach_count=1; machine_critical_breach_count=0; sensor_type_anomaly_count=0; context_is_investigative_not_causal,True
MAINT-f281a27e7d014de8,MA-10d7421b7cc5,EH-000209,2026-01-06 02:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-03,SENS-MACH-03-01-03-VIBRATION,vibration,mm_s,5.946000,normal,normal,True,False,False,True,0.000000,0.000000,,14.864000,50.298918,normal,21.017638,78.982362,low,low,monitor_near_threshold_sensor,sensor value is near a configured threshold,machine_warning_breach_count=3; machine_critical_breach_count=1; sensor_type_anomaly_count=0; context_is_investigative_not_causal,True
MAINT-f281a27e7d014de8,MA-364d821bf245,EH-000231,2026-01-07 02:00:00+00:00,PLANT-02,LINE-02-01,MACH-02-01-02,SENS-MACH-02-01-02-VIBRATION,vibration,mm_s,5.746000,normal,normal,True,False,False,False,0.000000,0.000000,,61.549143,57.351639,normal,20.912574,79.087426,low,low,review_degradation_trend,degradation signal: sensor_trend_moving_toward_risk; recent_critical_breach,machine_warning_breach_count=0; machine_critical_breach_count=1; sensor_type_anomaly_count=0; context_is_investigative_not_causal; sensor_trend_moving_toward_risk; recent_critical_breach,True
MAINT-f281a27e7d014de8,MA-65aeb55217ee,EH-000177,2026-01-05 02:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-02,SENS-MACH-03-02-02-VIBRATION,vibration,mm_s,5.937000,normal,normal,True,False,False,True,0.000000,0.000000,,18.196000,45.141859,normal,20.910479,79.089521,low,low,monitor_near_threshold_sensor,sensor value is near a configured threshold,machine_warning_breach_count=2; machine_critical_breach_count=1; sensor_type_anomaly_count=0; context_is_investigative_not_causal,True
MAINT-f281a27e7d014de8,MA-b6b65a9cdde5,EH-000214,2026-01-06 12:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-02,SENS-MACH-03-02-02-TEMPERATURE,temperature,celsius,65.904000,normal,normal,True,False,False,False,0.000000,0.000000,,59.646000,52.898365,normal,19.863955,80.136045,low,low,review_degradation_trend,degradation signal: recent_critical_breach,machine_warning_breach_count=2; machine_critical_breach_count=1; sensor_type_anomaly_count=0; context_is_investigative_not_causal; recent_critical_breach,True
