inventory_run_id,warehouse_id,plant_id,item_id,product_id,material_id,item_type,snapshot_timestamp,on_hand_quantity,reserved_quantity,available_quantity,inbound_quantity,outbound_quantity,transfer_quantity,adjustment_quantity,unit_cost,inventory_value,forecast_demand,forecast_upper_bound_demand,average_daily_demand,demand_standard_deviation,demand_variability_source,lead_time_days,lead_time_std_days,lead_time_source,supplier_risk_score,supplier_delay_risk_score,supplier_quality_risk_score,current_reorder_point,current_safety_stock_quantity,expiry_date,synthetic_data_flag,committed_outbound_quantity,inventory_position,service_level,service_level_z_score,demand_uncertainty,lead_time_uncertainty,safety_stock_pre_rounded,safety_stock,recommended_safety_stock_quantity,safety_stock_source,lead_time_demand,review_period_demand,reorder_point,recommended_reorder_point,target_stock_level,reorder_point_gap,unconstrained_reorder_quantity,recommended_reorder_quantity,projected_end_of_horizon_inventory,projected_shortage_quantity,pessimistic_shortage_quantity,projected_excess_quantity,days_of_supply,projected_coverage_days,safety_stock_coverage,stockout_exposure,stockout_cost_exposure,estimated_stockout_cost,expected_stockout_date,days_until_stockout,service_level_exposure,stockout_risk_score,excess_risk_score,expiry_risk_score,working_capital_risk_score,overall_priority_score,priority_score,priority_level,priority_band,priority_level_sort,excess_stock_flag,excess_inventory_quantity,excess_inventory_value,working_capital_exposure,annual_holding_cost_estimate,inventory_turnover_proxy,recommended_action,recommendation_reason,constraint_status,policy_type,days_until_expiry,projected_demand_before_expiry,projected_remaining_quantity_at_expiry,expiry_at_risk_quantity,expiry_at_risk_value,expiry_risk_status
INVENTORY-5a5cc7e83afe8502,WH-04,PLANT-01,PROD-008,PROD-008,,product,2026-01-15T00:00:00Z,243,60,183,0.000000,0.000000,0.000000,359.000000,195.000000,47385.000000,997.096737,1581.389489,71.221196,94.456987,observed_history,12.000000,0.000000,configured_finished_goods_assumption,0.000000,0.000000,0.000000,120,75,,True,0.000000,183.000000,0.950000,1.650000,94.456987,0.000000,539.894194,540,540,observed_history,854.654346,498.548369,1395,1395,1893.548369,1212.000000,1720,1720,905.903263,814.096737,1398.389489,0.000000,2.569460,2.569460,0.338889,1398.389489,545371.900663,545371.900663,2026-01-17,2.569460,0.785878,61.899529,0.000000,0.000000,47.385000,38.057514,38.057514,medium,medium,2,False,0.000000,0.000000,47385.000000,9477.000000,0.021042,place_replenishment_order,Inventory position is below reorder target.,unconstrained_pending_allocation,rules_based_inventory_policy,,0.000000,0.000000,0.000000,0.000000,not_applicable
INVENTORY-5a5cc7e83afe8502,WH-04,PLANT-01,PROD-006,PROD-006,,product,2026-01-15T00:00:00Z,127,25,102,0.000000,0.000000,0.000000,343.000000,167.500000,21272.500000,1217.294925,1715.327187,86.949637,70.348984,observed_history,10.000000,0.000000,configured_finished_goods_assumption,0.000000,0.000000,0.000000,90,55,,True,0.000000,102.000000,0.950000,1.650000,70.348984,0.000000,367.063985,368,368,observed_history,869.496375,608.647462,1238,1238,1846.647463,1136.000000,1750,1750,634.705075,1115.294925,1613.327187,0.000000,1.173093,1.173093,0.277174,1613.327187,540464.607645,540464.607645,2026-01-16,1.173093,0.882691,65.837529,0.000000,0.000000,21.272500,36.109639,36.109639,medium,medium,2,False,0.000000,0.000000,21272.500000,4254.500000,0.057224,place_replenishment_order,Inventory position is below reorder target.,unconstrained_pending_allocation,rules_based_inventory_policy,,0.000000,0.000000,0.000000,0.000000,not_applicable
INVENTORY-5a5cc7e83afe8502,WH-03,PLANT-03,PROD-007,PROD-007,,product,2026-01-15T00:00:00Z,201,35,166,0.000000,0.000000,275.000000,0.000000,181.250000,36431.250000,0.000000,452.009479,0.000000,109.320909,observed_history,11.000000,0.000000,configured_finished_goods_assumption,0.000000,0.000000,0.000000,105,65,,True,0.000000,166.000000,0.950000,1.650000,109.320909,0.000000,598.251123,599,599,observed_history,0.000000,0.000000,599,599,599.000000,433.000000,440,440,606.000000,0.000000,286.009479,166.000000,999.000000,999.000000,0.277129,286.009479,103678.436033,103678.436033,,999.000000,0.000000,44.292574,82.587065,0.000000,36.431250,35.869681,35.869681,medium,medium,2,True,166.000000,30087.500000,36431.250000,7286.250000,0.000000,place_replenishment_order,Inventory position is below reorder target.,unconstrained_pending_allocation,rules_based_inventory_policy,,0.000000,0.000000,0.000000,0.000000,not_applicable
INVENTORY-5a5cc7e83afe8502,WH-04,PLANT-01,PROD-004,PROD-004,,product,2026-01-15T00:00:00Z,150,13,137,0.000000,0.000000,0.000000,449.000000,140.000000,21000.000000,1530.157040,2080.936561,109.296931,84.235578,observed_history,8.000000,0.000000,configured_finished_goods_assumption,0.000000,0.000000,0.000000,150,85,,True,0.000000,137.000000,0.950000,1.650000,84.235578,0.000000,393.119421,394,394,observed_history,874.375451,765.078520,1269,1269,2034.078520,1132.000000,1900,1900,506.842960,1393.157040,1943.936561,0.000000,1.253466,1.253466,0.347716,1943.936561,544302.237138,544302.237138,2026-01-16,1.253466,0.843317,65.391498,0.000000,0.000000,21.000000,35.845749,35.845749,medium,medium,2,False,0.000000,0.000000,21000.000000,4200.000000,0.072865,place_replenishment_order,Inventory position is below reorder target.,unconstrained_pending_allocation,rules_based_inventory_policy,,0.000000,0.000000,0.000000,0.000000,not_applicable
INVENTORY-5a5cc7e83afe8502,WH-04,PLANT-01,PROD-002,PROD-002,,product,2026-01-15T00:00:00Z,290,60,230,0.000000,0.000000,0.000000,258.000000,112.500000,32625.000000,1003.840129,1471.936025,71.702866,87.452611,observed_history,6.000000,0.000000,configured_finished_goods_assumption,0.000000,0.000000,0.000000,120,65,,True,0.000000,230.000000,0.950000,1.650000,87.452611,0.000000,353.453552,354,354,observed_history,430.217198,501.920064,785,785,1286.920064,555.000000,1060,1060,286.159871,773.840129,1241.936025,0.000000,3.207682,3.207682,0.649718,1241.936025,279435.605634,279435.605634,2026-01-18,3.207682,0.465386,59.062025,0.000000,0.000000,32.625000,34.424762,34.424762,medium,medium,2,False,0.000000,0.000000,32625.000000,6525.000000,0.030769,place_replenishment_order,Inventory position is below reorder target.,unconstrained_pending_allocation,rules_based_inventory_policy,,0.000000,0.000000,0.000000,0.000000,not_applicable
INVENTORY-5a5cc7e83afe8502,WH-03,PLANT-03,PROD-001,PROD-001,,product,2026-01-15T00:00:00Z,185,29,156,0.000000,0.000000,332.000000,0.000000,98.750000,18268.750000,0.000000,450.535997,0.000000,110.203707,observed_history,5.000000,0.000000,configured_finished_goods_assumption,0.000000,0.000000,0.000000,105,55,,True,0.000000,156.000000,0.950000,1.650000,110.203707,0.000000,406.597919,407,407,observed_history,0.000000,0.000000,407,407,407.000000,251.000000,260,260,416.000000,0.000000,294.535997,156.000000,999.000000,999.000000,0.383292,294.535997,58170.859453,58170.859453,,999.000000,0.000000,45.762203,84.324324,0.000000,18.268750,34.053846,34.053846,medium,medium,2,True,156.000000,15405.000000,18268.750000,3653.750000,0.000000,place_replenishment_order,Inventory position is below reorder target.,unconstrained_pending_allocation,rules_based_inventory_policy,,0.000000,0.000000,0.000000,0.000000,not_applicable
INVENTORY-5a5cc7e83afe8502,WH-03,PLANT-03,PROD-005,PROD-005,,product,2026-01-15T00:00:00Z,329,83,246,0.000000,0.000000,289.000000,0.000000,153.750000,50583.750000,0.000000,509.491411,0.000000,82.411610,observed_history,9.000000,0.000000,configured_finished_goods_assumption,0.000000,0.000000,0.000000,165,45,,True,0.000000,246.000000,0.950000,1.650000,82.411610,0.000000,407.937470,408,408,observed_history,0.000000,0.000000,408,408,408.000000,162.000000,170,170,416.000000,0.000000,263.491411,246.000000,999.000000,999.000000,0.602941,263.491411,81023.609003,81023.609003,,999.000000,0.000000,36.201589,74.772036,0.000000,50.583750,33.165561,33.165561,medium,medium,2,True,246.000000,37822.500000,50583.750000,10116.750000,0.000000,place_replenishment_order,Inventory position is below reorder target.,unconstrained_pending_allocation,rules_based_inventory_policy,,0.000000,0.000000,0.000000,0.000000,not_applicable
INVENTORY-5a5cc7e83afe8502,WH-01,PLANT-01,MAT-009,,MAT-009,material,2026-01-15T00:00:00Z,194,46,148,225.000000,0.000000,0.000000,0.000000,30.100000,5839.400000,0.000000,0.000000,0.000000,0.000000,configured_fallback,9.750000,2.487469,observed_supplier_history,46.529660,33.333333,12.785306,165,65,2026-06-30,True,0.000000,373.000000,0.950000,1.650000,0.000000,2.487469,0.000000,0,0,configured_fallback,0.000000,0.000000,0,0,0.000000,0.000000,0,0,373.000000,0.000000,0.000000,373.000000,999.000000,999.000000,0.000000,0.000000,0.000000,0.000000,,999.000000,0.000000,13.958898,100.000000,10.000000,5.839400,25.834808,25.834808,medium,medium,2,True,373.000000,11227.300000,5839.400000,1167.880000,0.000000,rebalance_or_reduce_excess_stock,Days of supply exceeds excess threshold.,unconstrained_pending_allocation,rules_based_inventory_policy,166.000000,0.000000,373.000000,373.000000,11227.300000,low
INVENTORY-5a5cc7e83afe8502,WH-03,PLANT-03,MAT-009,,MAT-009,material,2026-01-15T00:00:00Z,267,31,236,0.000000,0.000000,228.000000,0.000000,30.100000,8036.700000,0.000000,0.000000,0.000000,0.000000,configured_fallback,9.750000,2.487469,observed_supplier_history,46.529660,33.333333,12.785306,165,65,2026-06-30,True,0.000000,236.000000,0.950000,1.650000,0.000000,2.487469,0.000000,0,0,configured_fallback,0.000000,0.000000,0,0,0.000000,0.000000,0,0,236.000000,0.000000,0.000000,236.000000,999.000000,999.000000,0.000000,0.000000,0.000000,0.000000,,999.000000,0.000000,13.958898,88.389513,10.000000,8.036700,25.003354,25.003354,medium,medium,2,True,236.000000,7103.600000,8036.700000,1607.340000,0.000000,rebalance_or_reduce_excess_stock,Days of supply exceeds excess threshold.,unconstrained_pending_allocation,rules_based_inventory_policy,166.000000,0.000000,236.000000,236.000000,7103.600000,low
INVENTORY-5a5cc7e83afe8502,WH-01,PLANT-01,MAT-003,,MAT-003,material,2026-01-15T00:00:00Z,341,37,304,253.000000,0.000000,0.000000,0.000000,15.700000,5353.700000,0.000000,0.000000,0.000000,0.000000,configured_fallback,9.083333,2.361438,observed_supplier_history,45.888896,41.666667,15.222249,165,55,,True,0.000000,557.000000,0.950000,1.650000,0.000000,2.361438,0.000000,0,0,configured_fallback,0.000000,0.000000,0,0,0.000000,0.000000,0,0,557.000000,0.000000,0.000000,557.000000,999.000000,999.000000,0.000000,0.000000,0.000000,0.000000,,999.000000,0.000000,13.766669,100.000000,0.000000,5.353700,24.569724,24.569724,low,low,3,True,557.000000,8744.900000,5353.700000,1070.740000,0.000000,rebalance_or_reduce_excess_stock,Days of supply exceeds excess threshold.,unconstrained_pending_allocation,rules_based_inventory_policy,,0.000000,0.000000,0.000000,0.000000,not_applicable
INVENTORY-5a5cc7e83afe8502,WH-04,PLANT-01,MAT-009,,MAT-009,material,2026-01-15T00:00:00Z,344,74,270,0.000000,0.000000,0.000000,0.000000,30.100000,10354.400000,0.000000,0.000000,0.000000,0.000000,configured_fallback,9.750000,2.487469,observed_supplier_history,46.529660,33.333333,12.785306,165,65,2026-06-30,True,0.000000,270.000000,0.950000,1.650000,0.000000,2.487469,0.000000,0,0,configured_fallback,0.000000,0.000000,0,0,0.000000,0.000000,0,0,270.000000,0.000000,0.000000,270.000000,999.000000,999.000000,0.000000,0.000000,0.000000,0.000000,,999.000000,0.000000,13.958898,78.488372,10.000000,10.354400,24.360895,24.360895,low,low,3,True,270.000000,8127.000000,10354.400000,2070.880000,0.000000,rebalance_or_reduce_excess_stock,Days of supply exceeds excess threshold.,unconstrained_pending_allocation,rules_based_inventory_policy,166.000000,0.000000,270.000000,270.000000,8127.000000,low
INVENTORY-5a5cc7e83afe8502,WH-04,PLANT-01,MAT-003,,MAT-003,material,2026-01-15T00:00:00Z,291,14,277,0.000000,0.000000,0.000000,0.000000,15.700000,4568.700000,0.000000,0.000000,0.000000,0.000000,configured_fallback,9.083333,2.361438,observed_supplier_history,45.888896,41.666667,15.222249,165,55,,True,0.000000,277.000000,0.950000,1.650000,0.000000,2.361438,0.000000,0,0,configured_fallback,0.000000,0.000000,0,0,0.000000,0.000000,0,0,277.000000,0.000000,0.000000,277.000000,999.000000,999.000000,0.000000,0.000000,0.000000,0.000000,,999.000000,0.000000,13.766669,95.189003,0.000000,4.568700,23.970874,23.970874,low,low,3,True,277.000000,4348.900000,4568.700000,913.740000,0.000000,rebalance_or_reduce_excess_stock,Days of supply exceeds excess threshold.,unconstrained_pending_allocation,rules_based_inventory_policy,,0.000000,0.000000,0.000000,0.000000,not_applicable
INVENTORY-5a5cc7e83afe8502,WH-02,PLANT-02,MAT-009,,MAT-009,material,2026-01-15T00:00:00Z,120,19,101,0.000000,0.000000,0.000000,0.000000,30.100000,3612.000000,0.000000,0.000000,0.000000,0.000000,configured_fallback,9.750000,2.487469,observed_supplier_history,46.529660,33.333333,12.785306,165,65,2026-06-30,True,0.000000,101.000000,0.950000,1.650000,0.000000,2.487469,0.000000,0,0,configured_fallback,0.000000,0.000000,0,0,0.000000,0.000000,0,0,101.000000,0.000000,0.000000,101.000000,999.000000,999.000000,0.000000,0.000000,0.000000,0.000000,,999.000000,0.000000,13.958898,84.166667,10.000000,3.612000,23.917365,23.917365,low,low,3,True,101.000000,3040.100000,3612.000000,722.400000,0.000000,rebalance_or_reduce_excess_stock,Days of supply exceeds excess threshold.,unconstrained_pending_allocation,rules_based_inventory_policy,166.000000,0.000000,101.000000,101.000000,3040.100000,low
INVENTORY-5a5cc7e83afe8502,WH-03,PLANT-03,MAT-003,,MAT-003,material,2026-01-15T00:00:00Z,163,11,152,0.000000,0.000000,314.000000,0.000000,15.700000,2559.100000,0.000000,0.000000,0.000000,0.000000,configured_fallback,9.083333,2.361438,observed_supplier_history,45.888896,41.666667,15.222249,165,55,,True,0.000000,152.000000,0.950000,1.650000,0.000000,2.361438,0.000000,0,0,configured_fallback,0.000000,0.000000,0,0,0.000000,0.000000,0,0,152.000000,0.000000,0.000000,152.000000,999.000000,999.000000,0.000000,0.000000,0.000000,0.000000,,999.000000,0.000000,13.766669,93.251534,0.000000,2.559100,23.475687,23.475687,low,low,3,True,152.000000,2386.400000,2559.100000,511.820000,0.000000,rebalance_or_reduce_excess_stock,Days of supply exceeds excess threshold.,unconstrained_pending_allocation,rules_based_inventory_policy,,0.000000,0.000000,0.000000,0.000000,not_applicable
INVENTORY-5a5cc7e83afe8502,WH-01,PLANT-01,MAT-002,,MAT-002,material,2026-01-15T00:00:00Z,271,49,222,0.000000,0.000000,0.000000,0.000000,13.300000,3604.300000,0.000000,0.000000,0.000000,0.000000,configured_fallback,7.750000,1.785357,observed_supplier_history,48.770323,33.333333,24.616531,150,45,,True,0.000000,222.000000,0.950000,1.650000,0.000000,1.785357,0.000000,0,0,configured_fallback,0.000000,0.000000,0,0,0.000000,0.000000,0,0,222.000000,0.000000,0.000000,222.000000,999.000000,999.000000,0.000000,0.000000,0.000000,0.000000,,999.000000,0.000000,14.631097,81.918819,0.000000,3.604300,23.363624,23.363624,low,low,3,True,222.000000,2952.600000,3604.300000,720.860000,0.000000,rebalance_or_reduce_excess_stock,Days of supply exceeds excess threshold.,unconstrained_pending_allocation,rules_based_inventory_policy,,0.000000,0.000000,0.000000,0.000000,not_applicable
INVENTORY-5a5cc7e83afe8502,WH-04,PLANT-01,MAT-006,,MAT-006,material,2026-01-15T00:00:00Z,275,23,252,0.000000,0.000000,0.000000,305.000000,22.900000,6297.500000,0.000000,0.000000,0.000000,0.000000,configured_fallback,7.250000,1.785357,observed_supplier_history,43.997088,25.000000,8.856924,120,85,,True,0.000000,252.000000,0.950000,1.650000,0.000000,1.785357,0.000000,0,0,configured_fallback,0.000000,0.000000,0,0,0.000000,0.000000,0,0,252.000000,0.000000,0.000000,252.000000,999.000000,999.000000,0.000000,0.000000,0.000000,0.000000,,999.000000,0.000000,13.199126,91.636364,0.000000,6.297500,23.307388,23.307388,low,low,3,True,252.000000,5770.800000,6297.500000,1259.500000,0.000000,rebalance_or_reduce_excess_stock,Days of supply exceeds excess threshold.,unconstrained_pending_allocation,rules_based_inventory_policy,,0.000000,0.000000,0.000000,0.000000,not_applicable
INVENTORY-5a5cc7e83afe8502,WH-01,PLANT-01,MAT-005,,MAT-005,material,2026-01-15T00:00:00Z,88,19,69,226.000000,0.000000,0.000000,0.000000,20.500000,1804.000000,0.000000,0.000000,0.000000,0.000000,configured_fallback,8.333333,2.013841,observed_supplier_history,43.133298,25.000000,27.533191,105,75,,True,0.000000,295.000000,0.950000,1.650000,0.000000,2.013841,0.000000,0,0,configured_fallback,0.000000,0.000000,0,0,0.000000,0.000000,0,0,295.000000,0.000000,0.000000,295.000000,999.000000,999.000000,0.000000,0.000000,0.000000,0.000000,,999.000000,0.000000,12.939989,100.000000,0.000000,1.804000,23.210589,23.210589,low,low,3,True,295.000000,6047.500000,1804.000000,360.800000,0.000000,rebalance_or_reduce_excess_stock,Days of supply exceeds excess threshold.,unconstrained_pending_allocation,rules_based_inventory_policy,,0.000000,0.000000,0.000000,0.000000,not_applicable
