inventory_run_id,forecast_run_id,warehouse_id,product_id,distribution_region,forecast_date,forecast_horizon_day,selected_model,allocated_point_forecast,allocated_lower_bound,allocated_upper_bound,allocation_method,allocation_weight
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-04,PROD-002,south,2026-01-19,5,random_forest,143.405733,76.534891,210.276575,recent_warehouse_movement_share,0.469945
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-02,PROD-002,south,2026-01-20,6,random_forest,161.748326,86.324237,237.172416,recent_warehouse_movement_share,0.530055
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-04,PROD-002,south,2026-01-20,6,random_forest,143.405733,76.534891,210.276575,recent_warehouse_movement_share,0.469945
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-02,PROD-002,south,2026-01-21,7,random_forest,161.748326,86.324237,237.172416,recent_warehouse_movement_share,0.530055
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-04,PROD-002,south,2026-01-21,7,random_forest,143.405733,76.534891,210.276575,recent_warehouse_movement_share,0.469945
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-01,PROD-003,central,2026-01-15,1,random_forest,0.000000,0.000000,56.250965,recent_warehouse_movement_share,0.395313
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-03,PROD-003,central,2026-01-15,1,random_forest,0.000000,0.000000,86.043967,recent_warehouse_movement_share,0.604688
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-01,PROD-003,central,2026-01-16,2,random_forest,0.000000,0.000000,56.250965,recent_warehouse_movement_share,0.395313
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-03,PROD-003,central,2026-01-16,2,random_forest,0.000000,0.000000,86.043967,recent_warehouse_movement_share,0.604688
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-01,PROD-003,central,2026-01-17,3,random_forest,0.000000,0.000000,56.250965,recent_warehouse_movement_share,0.395313
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-03,PROD-003,central,2026-01-17,3,random_forest,0.000000,0.000000,86.043967,recent_warehouse_movement_share,0.604688
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-01,PROD-003,central,2026-01-18,4,random_forest,0.000000,0.000000,56.250965,recent_warehouse_movement_share,0.395313
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-03,PROD-003,central,2026-01-18,4,random_forest,0.000000,0.000000,86.043967,recent_warehouse_movement_share,0.604688
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-01,PROD-003,central,2026-01-19,5,random_forest,0.000000,0.000000,56.250965,recent_warehouse_movement_share,0.395313
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-03,PROD-003,central,2026-01-19,5,random_forest,0.000000,0.000000,86.043967,recent_warehouse_movement_share,0.604688
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-01,PROD-003,central,2026-01-20,6,random_forest,0.000000,0.000000,56.250965,recent_warehouse_movement_share,0.395313
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-03,PROD-003,central,2026-01-20,6,random_forest,0.000000,0.000000,86.043967,recent_warehouse_movement_share,0.604688
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-01,PROD-003,central,2026-01-21,7,random_forest,0.000000,0.000000,56.250965,recent_warehouse_movement_share,0.395313
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-03,PROD-003,central,2026-01-21,7,random_forest,0.000000,0.000000,86.043967,recent_warehouse_movement_share,0.604688
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-02,PROD-004,west,2026-01-15,1,random_forest,176.725105,113.112962,240.337248,recent_warehouse_movement_share,0.447044
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-04,PROD-004,west,2026-01-15,1,random_forest,218.593863,139.911075,297.276652,recent_warehouse_movement_share,0.552956
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-02,PROD-004,west,2026-01-16,2,random_forest,176.725105,113.112962,240.337248,recent_warehouse_movement_share,0.447044
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-04,PROD-004,west,2026-01-16,2,random_forest,218.593863,139.911075,297.276652,recent_warehouse_movement_share,0.552956
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-02,PROD-004,west,2026-01-17,3,random_forest,176.725105,113.112962,240.337248,recent_warehouse_movement_share,0.447044
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-04,PROD-004,west,2026-01-17,3,random_forest,218.593863,139.911075,297.276652,recent_warehouse_movement_share,0.552956
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-02,PROD-004,west,2026-01-18,4,random_forest,176.725105,113.112962,240.337248,recent_warehouse_movement_share,0.447044
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-04,PROD-004,west,2026-01-18,4,random_forest,218.593863,139.911075,297.276652,recent_warehouse_movement_share,0.552956
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-02,PROD-004,west,2026-01-19,5,random_forest,176.725105,113.112962,240.337248,recent_warehouse_movement_share,0.447044
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-04,PROD-004,west,2026-01-19,5,random_forest,218.593863,139.911075,297.276652,recent_warehouse_movement_share,0.552956
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-02,PROD-004,west,2026-01-20,6,random_forest,176.725105,113.112962,240.337248,recent_warehouse_movement_share,0.447044
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-04,PROD-004,west,2026-01-20,6,random_forest,218.593863,139.911075,297.276652,recent_warehouse_movement_share,0.552956
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-02,PROD-004,west,2026-01-21,7,random_forest,176.725105,113.112962,240.337248,recent_warehouse_movement_share,0.447044
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-04,PROD-004,west,2026-01-21,7,random_forest,218.593863,139.911075,297.276652,recent_warehouse_movement_share,0.552956
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-01,PROD-005,north,2026-01-15,1,random_forest,0.000000,0.000000,69.510445,recent_warehouse_movement_share,0.488496
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-03,PROD-005,north,2026-01-15,1,random_forest,0.000000,0.000000,72.784487,recent_warehouse_movement_share,0.511504
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-01,PROD-005,north,2026-01-16,2,random_forest,0.000000,0.000000,69.510445,recent_warehouse_movement_share,0.488496
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-03,PROD-005,north,2026-01-16,2,random_forest,0.000000,0.000000,72.784487,recent_warehouse_movement_share,0.511504
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-01,PROD-005,north,2026-01-17,3,random_forest,0.000000,0.000000,69.510445,recent_warehouse_movement_share,0.488496
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-03,PROD-005,north,2026-01-17,3,random_forest,0.000000,0.000000,72.784487,recent_warehouse_movement_share,0.511504
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-01,PROD-005,north,2026-01-18,4,random_forest,0.000000,0.000000,69.510445,recent_warehouse_movement_share,0.488496
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-03,PROD-005,north,2026-01-18,4,random_forest,0.000000,0.000000,72.784487,recent_warehouse_movement_share,0.511504
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-01,PROD-005,north,2026-01-19,5,random_forest,0.000000,0.000000,69.510445,recent_warehouse_movement_share,0.488496
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-03,PROD-005,north,2026-01-19,5,random_forest,0.000000,0.000000,72.784487,recent_warehouse_movement_share,0.511504
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-01,PROD-005,north,2026-01-20,6,random_forest,0.000000,0.000000,69.510445,recent_warehouse_movement_share,0.488496
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-03,PROD-005,north,2026-01-20,6,random_forest,0.000000,0.000000,72.784487,recent_warehouse_movement_share,0.511504
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-01,PROD-005,north,2026-01-21,7,random_forest,0.000000,0.000000,69.510445,recent_warehouse_movement_share,0.488496
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-03,PROD-005,north,2026-01-21,7,random_forest,0.000000,0.000000,72.784487,recent_warehouse_movement_share,0.511504
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-02,PROD-006,south,2026-01-15,1,random_forest,173.899275,102.751809,245.046741,recent_warehouse_movement_share,0.500000
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-04,PROD-006,south,2026-01-15,1,random_forest,173.899275,102.751809,245.046741,recent_warehouse_movement_share,0.500000
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-02,PROD-006,south,2026-01-16,2,random_forest,173.899275,102.751809,245.046741,recent_warehouse_movement_share,0.500000
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-04,PROD-006,south,2026-01-16,2,random_forest,173.899275,102.751809,245.046741,recent_warehouse_movement_share,0.500000
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-02,PROD-006,south,2026-01-17,3,random_forest,173.899275,102.751809,245.046741,recent_warehouse_movement_share,0.500000
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-04,PROD-006,south,2026-01-17,3,random_forest,173.899275,102.751809,245.046741,recent_warehouse_movement_share,0.500000
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-02,PROD-006,south,2026-01-18,4,random_forest,173.899275,102.751809,245.046741,recent_warehouse_movement_share,0.500000
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-04,PROD-006,south,2026-01-18,4,random_forest,173.899275,102.751809,245.046741,recent_warehouse_movement_share,0.500000
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-02,PROD-006,south,2026-01-19,5,random_forest,173.899275,102.751809,245.046741,recent_warehouse_movement_share,0.500000
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-04,PROD-006,south,2026-01-19,5,random_forest,173.899275,102.751809,245.046741,recent_warehouse_movement_share,0.500000
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-02,PROD-006,south,2026-01-20,6,random_forest,173.899275,102.751809,245.046741,recent_warehouse_movement_share,0.500000
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-04,PROD-006,south,2026-01-20,6,random_forest,173.899275,102.751809,245.046741,recent_warehouse_movement_share,0.500000
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-02,PROD-006,south,2026-01-21,7,random_forest,173.899275,102.751809,245.046741,recent_warehouse_movement_share,0.500000
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-04,PROD-006,south,2026-01-21,7,random_forest,173.899275,102.751809,245.046741,recent_warehouse_movement_share,0.500000
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-01,PROD-007,central,2026-01-15,1,random_forest,0.000000,0.000000,77.722149,recent_warehouse_movement_share,0.546205
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-03,PROD-007,central,2026-01-15,1,random_forest,0.000000,0.000000,64.572783,recent_warehouse_movement_share,0.453795
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-01,PROD-007,central,2026-01-16,2,random_forest,0.000000,0.000000,77.722149,recent_warehouse_movement_share,0.546205
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-03,PROD-007,central,2026-01-16,2,random_forest,0.000000,0.000000,64.572783,recent_warehouse_movement_share,0.453795
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-01,PROD-007,central,2026-01-17,3,random_forest,0.000000,0.000000,77.722149,recent_warehouse_movement_share,0.546205
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-03,PROD-007,central,2026-01-17,3,random_forest,0.000000,0.000000,64.572783,recent_warehouse_movement_share,0.453795
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-01,PROD-007,central,2026-01-18,4,random_forest,0.000000,0.000000,77.722149,recent_warehouse_movement_share,0.546205
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-03,PROD-007,central,2026-01-18,4,random_forest,0.000000,0.000000,64.572783,recent_warehouse_movement_share,0.453795
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-01,PROD-007,central,2026-01-19,5,random_forest,0.000000,0.000000,77.722149,recent_warehouse_movement_share,0.546205
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-03,PROD-007,central,2026-01-19,5,random_forest,0.000000,0.000000,64.572783,recent_warehouse_movement_share,0.453795
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-01,PROD-007,central,2026-01-20,6,random_forest,0.000000,0.000000,77.722149,recent_warehouse_movement_share,0.546205
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-03,PROD-007,central,2026-01-20,6,random_forest,0.000000,0.000000,64.572783,recent_warehouse_movement_share,0.453795
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-01,PROD-007,central,2026-01-21,7,random_forest,0.000000,0.000000,77.722149,recent_warehouse_movement_share,0.546205
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-03,PROD-007,central,2026-01-21,7,random_forest,0.000000,0.000000,64.572783,recent_warehouse_movement_share,0.453795
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-02,PROD-008,west,2026-01-15,1,random_forest,100.384192,41.559654,159.208731,recent_warehouse_movement_share,0.413399
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-04,PROD-008,west,2026-01-15,1,random_forest,142.442391,58.971998,225.912784,recent_warehouse_movement_share,0.586601
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-02,PROD-008,west,2026-01-16,2,random_forest,100.384192,41.559654,159.208731,recent_warehouse_movement_share,0.413399
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-04,PROD-008,west,2026-01-16,2,random_forest,142.442391,58.971998,225.912784,recent_warehouse_movement_share,0.586601
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-02,PROD-008,west,2026-01-17,3,random_forest,100.384192,41.559654,159.208731,recent_warehouse_movement_share,0.413399
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-04,PROD-008,west,2026-01-17,3,random_forest,142.442391,58.971998,225.912784,recent_warehouse_movement_share,0.586601
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-02,PROD-008,west,2026-01-18,4,random_forest,100.384192,41.559654,159.208731,recent_warehouse_movement_share,0.413399
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-04,PROD-008,west,2026-01-18,4,random_forest,142.442391,58.971998,225.912784,recent_warehouse_movement_share,0.586601
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-02,PROD-008,west,2026-01-19,5,random_forest,100.384192,41.559654,159.208731,recent_warehouse_movement_share,0.413399
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-04,PROD-008,west,2026-01-19,5,random_forest,142.442391,58.971998,225.912784,recent_warehouse_movement_share,0.586601
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-02,PROD-008,west,2026-01-20,6,random_forest,100.384192,41.559654,159.208731,recent_warehouse_movement_share,0.413399
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-04,PROD-008,west,2026-01-20,6,random_forest,142.442391,58.971998,225.912784,recent_warehouse_movement_share,0.586601
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-02,PROD-008,west,2026-01-21,7,random_forest,100.384192,41.559654,159.208731,recent_warehouse_movement_share,0.413399
INVENTORY-5a5cc7e83afe8502,FORECAST-6357daf22de3ea43,WH-04,PROD-008,west,2026-01-21,7,random_forest,142.442391,58.971998,225.912784,recent_warehouse_movement_share,0.586601
