quality_run_id,alert_id,inspection_id,inspection_timestamp,plant_id,production_line_id,machine_id,batch_id,product_id,quality_metric,measurement_unit,measured_value,lower_specification_limit,upper_specification_limit,source_inspection_result,calculated_specification_result,specification_consistency_flag,near_limit_flag,spc_rule_codes,robust_zscore,isolation_forest_score,anomaly_flags,defect_category,severity,quality_risk_score,risk_level,recommended_action,recommendation_reason,investigation_context,synthetic_data_flag
QUALITY-ea15caf8c05763b0,QA-7c0fd246e0d7,QC-000107-1,2026-01-09 14:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-02,BATCH-PO-20260109-LINE0301-2,PROD-004,torque_nm,Nm,50.608000,45.000000,55.000000,pass,pass,True,False,SPC_RULE_3,0.000000,-0.027401,,,none,28.786461,low,review_process_control_signal,SPC rules triggered: SPC_RULE_3,product_failure_count=3; machine_failure_count=0; batch_check_count=1; recurring_defect_category=none; context_is_investigative_not_causal; recent_production_downtime_present,True
QUALITY-ea15caf8c05763b0,QA-05e3e6b31a49,QC-000083-1,2026-01-07 14:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-02,BATCH-PO-20260107-LINE0301-2,PROD-002,torque_nm,Nm,50.647000,45.000000,55.000000,pass,pass,True,False,SPC_RULE_2,0.000000,-0.009773,,,none,26.350412,low,review_process_control_signal,SPC rules triggered: SPC_RULE_2,product_failure_count=1; machine_failure_count=0; batch_check_count=1; recurring_defect_category=none; context_is_investigative_not_causal,True
QUALITY-ea15caf8c05763b0,QA-63a38d146a6d,QC-000086-1,2026-01-08 06:00:00+00:00,PLANT-01,LINE-01-02,MACH-01-02-02,BATCH-PO-20260108-LINE0102-1,PROD-006,torque_nm,Nm,51.114000,45.000000,55.000000,pass,pass,True,False,,0.000000,0.150191,isolation_forest,,none,20.000000,low,review_anomalous_quality_measurement,deterministic anomaly score exceeded configured threshold,product_failure_count=7; machine_failure_count=0; batch_check_count=1; recurring_defect_category=none; context_is_investigative_not_causal; recent_production_downtime_present,True
QUALITY-ea15caf8c05763b0,QA-cf31ee0700aa,QC-000030-1,2026-01-03 06:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-03,BATCH-PO-20260103-LINE0302-1,PROD-001,diameter_mm,mm,10.488000,9.500000,10.500000,pass,pass,True,True,,0.000000,-0.161536,,,none,16.951973,low,monitor_near_limit_quality_metric,measurement is near a specification limit,product_failure_count=1; machine_failure_count=10; batch_check_count=1; recurring_defect_category=none; context_is_investigative_not_causal; metric_near_specification_limit; recent_production_downtime_present,True
QUALITY-ea15caf8c05763b0,QA-69b4e1093473,QC-000009-1,2026-01-01 14:00:00+00:00,PLANT-02,LINE-02-01,MACH-02-01-03,BATCH-PO-20260101-LINE0201-2,PROD-002,diameter_mm,mm,9.528000,9.500000,10.500000,pass,pass,True,True,,0.000000,-0.168847,,,none,13.225372,low,monitor_near_limit_quality_metric,measurement is near a specification limit,product_failure_count=1; machine_failure_count=9; batch_check_count=1; recurring_defect_category=none; context_is_investigative_not_causal; metric_near_specification_limit; recent_production_downtime_present,True
QUALITY-ea15caf8c05763b0,QA-d7c23a0fe00c,QC-000070-1,2026-01-06 14:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-01,BATCH-PO-20260106-LINE0202-2,PROD-004,surface_finish_ra,ra,0.209000,0.200000,1.600000,pass,pass,True,True,,0.000000,-0.147819,,,none,12.791651,low,monitor_near_limit_quality_metric,measurement is near a specification limit,product_failure_count=3; machine_failure_count=5; batch_check_count=1; recurring_defect_category=none; context_is_investigative_not_causal; metric_near_specification_limit; recent_production_downtime_present,True
QUALITY-ea15caf8c05763b0,QA-7cc4059cafa6,QC-000163-1,2026-01-14 14:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-01,BATCH-PO-20260114-LINE0101-2,PROD-001,surface_finish_ra,ra,0.210000,0.200000,1.600000,pass,pass,True,True,,-2.068070,-0.067195,,,none,11.817546,low,monitor_near_limit_quality_metric,measurement is near a specification limit,product_failure_count=1; machine_failure_count=2; batch_check_count=1; recurring_defect_category=none; context_is_investigative_not_causal; metric_near_specification_limit; recent_production_downtime_present,True
QUALITY-ea15caf8c05763b0,QA-43db58fb464b,QC-000010-1,2026-01-01 14:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-01,BATCH-PO-20260101-LINE0202-2,PROD-003,surface_finish_ra,ra,0.219000,0.200000,1.600000,pass,pass,True,True,,0.000000,-0.116838,,,none,10.110659,low,monitor_near_limit_quality_metric,measurement is near a specification limit,product_failure_count=1; machine_failure_count=5; batch_check_count=1; recurring_defect_category=none; context_is_investigative_not_causal; metric_near_specification_limit,True
QUALITY-ea15caf8c05763b0,QA-04dacab5136c,QC-000125-1,2026-01-11 06:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-02,BATCH-PO-20260111-LINE0301-1,PROD-008,torque_nm,Nm,49.409000,45.000000,55.000000,pass,pass,True,False,,-1.744676,0.047491,isolation_forest,,none,9.969576,low,review_anomalous_quality_measurement,deterministic anomaly score exceeded configured threshold,product_failure_count=5; machine_failure_count=0; batch_check_count=1; recurring_defect_category=none; context_is_investigative_not_causal; recent_production_downtime_present,True
QUALITY-ea15caf8c05763b0,QA-c5d3d0eee43f,QC-000032-1,2026-01-03 14:00:00+00:00,PLANT-01,LINE-01-02,MACH-01-02-02,BATCH-PO-20260103-LINE0102-2,PROD-003,torque_nm,Nm,50.057000,45.000000,55.000000,pass,pass,True,False,,0.000000,0.005713,isolation_forest,,none,0.760770,low,review_anomalous_quality_measurement,deterministic anomaly score exceeded configured threshold,product_failure_count=1; machine_failure_count=0; batch_check_count=1; recurring_defect_category=none; context_is_investigative_not_causal; recent_production_downtime_present,True
QUALITY-ea15caf8c05763b0,QA-b0c4dd29b649,QC-000101-1,2026-01-09 06:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-02,BATCH-PO-20260109-LINE0301-1,PROD-006,torque_nm,Nm,50.635000,45.000000,55.000000,pass,pass,True,False,,0.000000,0.005262,isolation_forest,,none,0.727145,low,review_anomalous_quality_measurement,deterministic anomaly score exceeded configured threshold,product_failure_count=7; machine_failure_count=0; batch_check_count=1; recurring_defect_category=none; context_is_investigative_not_causal; recent_production_downtime_present,True
QUALITY-ea15caf8c05763b0,QA-181d43d5d6f3,QC-000096-1,2026-01-08 14:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-03,BATCH-PO-20260108-LINE0302-2,PROD-008,diameter_mm,mm,10.520000,9.500000,10.500000,fail,fail,True,False,,0.000000,-0.116856,,dimensional_variance,medium,59.763141,medium,investigate_specification_failure,measurement is outside specification limits,product_failure_count=5; machine_failure_count=10; batch_check_count=1; recurring_defect_category=dimensional_variance; context_is_investigative_not_causal,True
QUALITY-ea15caf8c05763b0,QA-7c9a361eb876,QC-000147-1,2026-01-13 06:00:00+00:00,PLANT-02,LINE-02-01,MACH-02-01-03,BATCH-PO-20260113-LINE0201-1,PROD-008,diameter_mm,mm,10.692000,9.500000,10.500000,fail,fail,True,False,,1.636118,-0.153432,,dimensional_variance,medium,59.517947,medium,investigate_specification_failure,measurement is outside specification limits,product_failure_count=5; machine_failure_count=9; batch_check_count=1; recurring_defect_category=dimensional_variance; context_is_investigative_not_causal,True
QUALITY-ea15caf8c05763b0,QA-0e49d88ca0df,QC-000057-1,2026-01-05 14:00:00+00:00,PLANT-02,LINE-02-01,MACH-02-01-03,BATCH-PO-20260105-LINE0201-2,PROD-006,diameter_mm,mm,10.530000,9.500000,10.500000,fail,fail,True,False,,0.000000,-0.151036,,dimensional_variance,medium,59.330246,medium,investigate_specification_failure,measurement is outside specification limits,product_failure_count=7; machine_failure_count=9; batch_check_count=1; recurring_defect_category=dimensional_variance; context_is_investigative_not_causal,True
QUALITY-ea15caf8c05763b0,QA-7aa1bc7a0c3f,QC-000087-1,2026-01-08 06:00:00+00:00,PLANT-02,LINE-02-01,MACH-02-01-03,BATCH-PO-20260108-LINE0201-1,PROD-007,diameter_mm,mm,9.344000,9.500000,10.500000,fail,fail,True,False,,0.000000,-0.143094,,dimensional_variance,medium,58.708203,medium,investigate_specification_failure,measurement is outside specification limits,product_failure_count=5; machine_failure_count=9; batch_check_count=1; recurring_defect_category=dimensional_variance; context_is_investigative_not_causal; recent_production_downtime_present,True
QUALITY-ea15caf8c05763b0,QA-8e05f2863fed,QC-000108-1,2026-01-09 14:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-03,BATCH-PO-20260109-LINE0302-2,PROD-005,diameter_mm,mm,10.671000,9.500000,10.500000,fail,fail,True,False,,0.000000,-0.094537,,dimensional_variance,medium,57.420896,medium,investigate_specification_failure,measurement is outside specification limits,product_failure_count=3; machine_failure_count=10; batch_check_count=1; recurring_defect_category=dimensional_variance; context_is_investigative_not_causal; recent_production_downtime_present,True
QUALITY-ea15caf8c05763b0,QA-d80e87670d79,QC-000162-1,2026-01-14 06:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-03,BATCH-PO-20260114-LINE0302-1,PROD-008,diameter_mm,mm,9.430000,9.500000,10.500000,fail,fail,True,False,,-1.057658,-0.092415,,dimensional_variance,medium,57.198248,medium,investigate_specification_failure,measurement is outside specification limits,product_failure_count=5; machine_failure_count=10; batch_check_count=1; recurring_defect_category=dimensional_variance; context_is_investigative_not_causal; recent_production_downtime_present,True
QUALITY-ea15caf8c05763b0,QA-ab59ed67cac4,QC-000159-1,2026-01-14 06:00:00+00:00,PLANT-02,LINE-02-01,MACH-02-01-03,BATCH-PO-20260114-LINE0201-1,PROD-005,diameter_mm,mm,9.385000,9.500000,10.500000,fail,fail,True,False,,-1.304527,-0.123337,,dimensional_variance,medium,57.160683,medium,investigate_specification_failure,measurement is outside specification limits,product_failure_count=3; machine_failure_count=9; batch_check_count=1; recurring_defect_category=dimensional_variance; context_is_investigative_not_causal; recent_production_downtime_present,True
QUALITY-ea15caf8c05763b0,QA-0450f376fc43,QC-000058-1,2026-01-05 14:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-01,BATCH-PO-20260105-LINE0202-2,PROD-007,surface_finish_ra,ra,0.182000,0.200000,1.600000,fail,fail,True,False,,0.000000,-0.102216,,surface_finish,medium,56.345384,medium,investigate_specification_failure,measurement is outside specification limits,product_failure_count=5; machine_failure_count=5; batch_check_count=1; recurring_defect_category=surface_finish; context_is_investigative_not_causal; recent_production_downtime_present,True
QUALITY-ea15caf8c05763b0,QA-d6a4d793d890,QC-000114-1,2026-01-10 06:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-03,BATCH-PO-20260110-LINE0302-1,PROD-004,diameter_mm,mm,9.315000,9.500000,10.500000,fail,fail,True,False,,0.000000,-0.079712,,dimensional_variance,medium,55.865127,medium,investigate_specification_failure,measurement is outside specification limits,product_failure_count=3; machine_failure_count=10; batch_check_count=1; recurring_defect_category=dimensional_variance; context_is_investigative_not_causal; recent_production_downtime_present,True
QUALITY-ea15caf8c05763b0,QA-946a6c320269,QC-000120-1,2026-01-10 14:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-03,BATCH-PO-20260110-LINE0302-2,PROD-002,diameter_mm,mm,9.400000,9.500000,10.500000,fail,fail,True,False,,0.000000,-0.077965,,dimensional_variance,medium,55.681819,medium,investigate_specification_failure,measurement is outside specification limits,product_failure_count=1; machine_failure_count=10; batch_check_count=1; recurring_defect_category=dimensional_variance; context_is_investigative_not_causal; recent_production_downtime_present,True
QUALITY-ea15caf8c05763b0,QA-aa83f1ed33f5,QC-000165-1,2026-01-14 14:00:00+00:00,PLANT-02,LINE-02-01,MACH-02-01-03,BATCH-PO-20260114-LINE0201-2,PROD-003,diameter_mm,mm,9.464000,9.500000,10.500000,fail,fail,True,False,,-1.104105,-0.093570,,dimensional_variance,medium,54.829065,medium,investigate_specification_failure,measurement is outside specification limits,product_failure_count=1; machine_failure_count=9; batch_check_count=1; recurring_defect_category=dimensional_variance; context_is_investigative_not_causal; recent_production_downtime_present,True
QUALITY-ea15caf8c05763b0,QA-bcc6105e5909,QC-000033-1,2026-01-03 14:00:00+00:00,PLANT-02,LINE-02-01,MACH-02-01-03,BATCH-PO-20260103-LINE0201-2,PROD-004,diameter_mm,mm,7.525000,9.500000,10.500000,fail,fail,True,False,,0.000000,0.017240,isolation_forest,dimensional_variance,high,54.100372,medium,investigate_specification_failure,measurement is outside specification limits; deterministic anomaly score exceeded configured threshold,product_failure_count=3; machine_failure_count=9; batch_check_count=1; recurring_defect_category=dimensional_variance; context_is_investigative_not_causal; recent_production_downtime_present,True
QUALITY-ea15caf8c05763b0,QA-448c54df70b9,QC-000048-1,2026-01-04 14:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-03,BATCH-PO-20260104-LINE0302-2,PROD-004,diameter_mm,mm,10.693000,9.500000,10.500000,fail,fail,True,False,,0.000000,-0.055091,,dimensional_variance,medium,53.281331,medium,investigate_specification_failure,measurement is outside specification limits,product_failure_count=3; machine_failure_count=10; batch_check_count=1; recurring_defect_category=dimensional_variance; context_is_investigative_not_causal; recent_production_downtime_present,True
QUALITY-ea15caf8c05763b0,QA-3ce5185993b4,QC-000064-1,2026-01-06 06:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-01,BATCH-PO-20260106-LINE0202-1,PROD-006,surface_finish_ra,ra,0.162000,0.200000,1.600000,fail,fail,True,False,,0.000000,-0.041574,,surface_finish,medium,51.097618,medium,investigate_specification_failure,measurement is outside specification limits,product_failure_count=7; machine_failure_count=5; batch_check_count=1; recurring_defect_category=surface_finish; context_is_investigative_not_causal; recent_production_downtime_present,True
QUALITY-ea15caf8c05763b0,QA-0c9a483e925e,QC-000109-1,2026-01-10 06:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-01,BATCH-PO-20260110-LINE0101-1,PROD-007,surface_finish_ra,ra,0.135000,0.200000,1.600000,fail,fail,True,False,,0.000000,0.036182,isolation_forest,surface_finish,medium,50.605703,medium,investigate_specification_failure,measurement is outside specification limits; deterministic anomaly score exceeded configured threshold,product_failure_count=5; machine_failure_count=2; batch_check_count=1; recurring_defect_category=surface_finish; context_is_investigative_not_causal; recent_production_downtime_present,True
QUALITY-ea15caf8c05763b0,QA-acd22e607204,QC-000094-1,2026-01-08 14:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-01,BATCH-PO-20260108-LINE0202-2,PROD-006,surface_finish_ra,ra,1.981000,0.200000,1.600000,fail,fail,True,False,,0.000000,0.022386,isolation_forest,surface_finish,medium,49.437179,medium,investigate_specification_failure,measurement is outside specification limits; deterministic anomaly score exceeded configured threshold,product_failure_count=7; machine_failure_count=5; batch_check_count=1; recurring_defect_category=surface_finish; context_is_investigative_not_causal; recent_production_downtime_present,True
QUALITY-ea15caf8c05763b0,QA-f366c75e1390,QC-000071-1,2026-01-06 14:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-02,BATCH-PO-20260106-LINE0301-2,PROD-005,torque_nm,Nm,50.636000,45.000000,55.000000,pass,pass,True,False,SPC_RULE_1,0.000000,-0.065365,,,none,34.032403,medium,review_process_control_signal,SPC rules triggered: SPC_RULE_1,product_failure_count=3; machine_failure_count=0; batch_check_count=1; recurring_defect_category=none; context_is_investigative_not_causal; recent_production_downtime_present,True
