inspection_id,robust_zscore,robust_zscore_abs,robust_zscore_threshold,robust_zscore_anomaly_flag,robust_zscore_status,robust_zscore_score_0_100,isolation_forest_score,isolation_forest_score_0_100,isolation_forest_anomaly_flag,isolation_forest_status,isolation_forest_contamination,isolation_forest_score_interpretation,combined_anomaly_flag,anomaly_score_0_100
QC-000034-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.193537,83.739370,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,83.739370
QC-000035-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.044661,30.857293,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,30.857293
QC-000036-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.159786,83.841438,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,83.841438
QC-000037-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.113938,48.900098,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,48.900098
QC-000038-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.083604,55.665345,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,55.665345
QC-000039-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.215107,84.243729,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,84.243729
QC-000040-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.218563,94.567912,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,94.567912
QC-000041-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.110185,76.129231,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,76.129231
QC-000042-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.129982,68.202875,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,68.202875
QC-000043-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.231450,99.333617,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,99.333617
QC-000044-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.084648,56.360196,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,56.360196
QC-000045-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.255338,100.000000,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,100.000000
QC-000046-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.202016,87.408096,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,87.408096
QC-000047-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.144734,100.000000,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,100.000000
QC-000048-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.055091,28.906654,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,28.906654
QC-000049-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.148351,63.669271,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,63.669271
QC-000050-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.010610,7.064291,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,7.064291
QC-000051-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.150958,59.120788,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,59.120788
QC-000052-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.175255,75.829352,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,75.829352
QC-000053-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.118882,82.138477,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,82.138477
QC-000054-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.186722,97.975112,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,97.975112
QC-000055-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.109411,46.957074,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,46.957074
QC-000056-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.083739,55.755194,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,55.755194
QC-000057-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.151036,59.151229,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,59.151229
QC-000058-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.102216,44.226921,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,44.226921
QC-000059-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.025290,17.473674,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,17.473674
QC-000060-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.135868,71.291604,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,71.291604
QC-000061-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.233002,100.000000,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,100.000000
QC-000062-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.076537,50.959762,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,50.959762
QC-000063-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.254678,99.741350,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,99.741350
QC-000064-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.041574,17.988092,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,17.988092
QC-000065-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.083689,57.822448,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,57.822448
QC-000066-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.029664,15.565122,True,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,True,15.565122
QC-000067-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.163784,70.292684,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,70.292684
QC-000068-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.060409,40.221082,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,40.221082
QC-000069-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.230122,90.124349,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,90.124349
QC-000070-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.147819,63.958257,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,63.958257
QC-000071-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.065365,45.162017,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,45.162017
QC-000072-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.148384,77.859015,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,77.859015
QC-000073-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.210287,90.250961,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,90.250961
QC-000074-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.096471,64.232452,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,64.232452
QC-000075-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.210984,82.629242,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,82.629242
QC-000076-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.231118,100.000000,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,100.000000
QC-000077-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.088257,60.978709,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,60.978709
QC-000078-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.172219,90.365014,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,90.365014
QC-000079-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.204356,87.705450,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,87.705450
QC-000080-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.014188,9.446404,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,9.446404
QC-000081-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.140240,54.923020,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,54.923020
QC-000082-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.208188,90.078779,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,90.078779
QC-000083-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.009773,6.752062,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,6.752062
QC-000084-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.189815,99.598154,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,99.598154
QC-000085-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.107657,46.204376,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,46.204376
QC-000086-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.150191,100.000000,True,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,True,100.000000
QC-000087-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.143094,56.041015,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,56.041015
QC-000088-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.122750,53.111520,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,53.111520
QC-000089-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.075643,52.263298,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,52.263298
QC-000090-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.161392,84.684045,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,84.684045
QC-000091-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.100439,43.106439,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,43.106439
QC-000092-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.099229,66.068282,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,66.068282
QC-000093-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.171474,67.155410,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,67.155410
QC-000094-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.022386,9.685896,True,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,True,9.685896
QC-000095-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.062700,43.320862,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,43.320862
QC-000096-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.116856,61.315704,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,61.315704
QC-000097-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.180848,77.616260,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,77.616260
QC-000098-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.013578,9.040263,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,9.040263
QC-000099-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.231505,90.665925,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,90.665925
QC-000100-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.222784,96.393836,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,96.393836
QC-000101-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.005262,3.635726,True,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,True,3.635726
QC-000102-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.169949,89.174024,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,89.174024
QC-000103-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.096442,41.391131,True,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,True,41.391131
QC-000104-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.039225,26.116980,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,26.116980
QC-000105-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.223634,87.583327,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,87.583327
QC-000106-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.173541,75.087473,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,75.087473
QC-000107-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.027401,18.932303,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,18.932303
QC-000108-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.094537,49.604482,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,49.604482
QC-000109-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.036182,15.528513,True,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,True,15.528513
QC-000110-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.046222,30.775171,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,30.775171
QC-000111-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.194906,76.332597,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,76.332597
QC-000112-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.193825,83.864058,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,83.864058
QC-000113-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.101882,70.392871,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,70.392871
QC-000114-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.079712,41.825633,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,41.825633
QC-000115-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.189837,81.474126,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,81.474126
QC-000116-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.093449,62.220280,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,62.220280
QC-000117-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.251950,98.673132,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,98.673132
QC-000118-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.206716,89.441627,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,89.441627
QC-000119-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.123167,85.099110,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,85.099110
QC-000120-1,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.077965,40.909097,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,40.909097
QC-000121-1,-0.164226,0.164226,3.500000,False,calculated,4.692174,-0.224496,96.349297,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,96.349297
QC-000122-1,-1.412384,1.412384,3.500000,False,calculated,40.353825,-0.046283,30.815917,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,40.353825
QC-000123-1,-3.962114,3.962114,3.500000,True,calculated,100.000000,-0.011164,4.372303,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,True,100.000000
QC-000124-1,-0.203547,0.203547,3.500000,False,calculated,5.815638,-0.204983,88.691816,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,88.691816
QC-000125-1,-1.744676,1.744676,3.500000,False,calculated,49.847880,0.047491,32.812319,True,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,True,49.847880
QC-000126-1,-0.057663,0.057663,3.500000,False,calculated,1.647501,-0.170927,89.687378,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,89.687378
QC-000127-1,-0.385027,0.385027,3.500000,False,calculated,11.000774,-0.216343,92.849985,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,92.849985
QC-000128-1,0.796131,0.796131,3.500000,False,calculated,22.746604,-0.090609,60.329352,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,60.329352
QC-000129-1,0.854646,0.854646,3.500000,False,calculated,24.418456,-0.242378,94.924239,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,94.924239
QC-000130-1,0.123715,0.123715,3.500000,False,calculated,3.534709,-0.135022,58.421180,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,58.421180
QC-000131-1,-0.748717,0.748717,3.500000,False,calculated,21.391909,-0.103367,71.418730,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,71.418730
QC-000132-1,0.770138,0.770138,3.500000,False,calculated,22.003945,-0.123391,64.744759,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,64.744759
QC-000133-1,-0.442955,0.442955,3.500000,False,calculated,12.655864,-0.226078,97.028146,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,97.028146
QC-000134-1,-1.998823,1.998823,3.500000,False,calculated,57.109233,-0.033697,22.436081,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,57.109233
QC-000135-1,-0.139771,0.139771,3.500000,False,calculated,3.993451,-0.211295,82.750990,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,82.750990
QC-000136-1,-0.450552,0.450552,3.500000,False,calculated,12.872910,-0.177850,76.952125,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,76.952125
QC-000137-1,-1.283247,1.283247,3.500000,False,calculated,36.664196,-0.066168,45.716756,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,45.716756
QC-000138-1,-3.334114,3.334114,3.500000,False,calculated,95.260395,0.079723,41.831801,True,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,True,95.260395
QC-000139-1,0.351420,0.351420,3.500000,False,calculated,10.040576,-0.136696,58.667401,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,58.667401
QC-000140-1,-2.012550,2.012550,3.500000,False,calculated,57.501438,-0.021241,14.142574,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,57.501438
QC-000141-1,-0.092168,0.092168,3.500000,False,calculated,2.633363,-0.178767,70.011644,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,70.011644
QC-000142-1,0.726385,0.726385,3.500000,False,calculated,20.753846,-0.167197,72.342870,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,72.342870
QC-000143-1,0.262530,0.262530,3.500000,False,calculated,7.500855,-0.115335,79.687790,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,79.687790
QC-000144-1,0.635113,0.635113,3.500000,False,calculated,18.146090,-0.155752,81.725112,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,81.725112
QC-000145-1,-0.649167,0.649167,3.500000,False,calculated,18.547619,-0.173312,74.381942,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,74.381942
QC-000146-1,0.322480,0.322480,3.500000,False,calculated,9.213712,-0.063803,42.480926,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,42.480926
QC-000147-1,1.636118,1.636118,3.500000,False,calculated,46.746236,-0.153432,60.089737,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,60.089737
QC-000148-1,-2.207882,2.207882,3.500000,False,calculated,63.082347,-0.077374,33.477929,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,63.082347
QC-000149-1,-1.488991,1.488991,3.500000,False,calculated,42.542588,-0.034487,23.827579,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,42.542588
QC-000150-1,0.155111,0.155111,3.500000,False,calculated,4.431757,-0.167451,87.863538,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,87.863538
QC-000151-1,0.170172,0.170172,3.500000,False,calculated,4.862058,-0.179639,77.097658,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,77.097658
