maintenance_run_id,alert_id,machine_id,plant_id,production_line_id,sensor_type,risk_level,failure_risk_score,recommended_action,synthetic_data_flag
MAINT-f281a27e7d014de8,MA-209c8bfce9e7,MACH-02-02-02,PLANT-02,LINE-02-02,vibration,low,14.681700,monitor_near_threshold_sensor,True
MAINT-f281a27e7d014de8,MA-21cbff6cd5c8,MACH-03-02-03,PLANT-03,LINE-03-02,vibration,low,24.304670,monitor_near_threshold_sensor,True
MAINT-f281a27e7d014de8,MA-23b26c5265e4,MACH-01-02-03,PLANT-01,LINE-01-02,vibration,low,14.995736,monitor_near_threshold_sensor,True
MAINT-f281a27e7d014de8,MA-2685d7d51f88,MACH-01-01-01,PLANT-01,LINE-01-01,vibration,low,28.091650,review_degradation_trend,True
MAINT-f281a27e7d014de8,MA-2bb318816bd4,MACH-03-02-02,PLANT-03,LINE-03-02,vibration,low,28.584827,monitor_near_threshold_sensor,True
MAINT-f281a27e7d014de8,MA-364d821bf245,MACH-02-01-02,PLANT-02,LINE-02-01,vibration,low,20.912574,review_degradation_trend,True
MAINT-f281a27e7d014de8,MA-484546880415,MACH-03-01-01,PLANT-03,LINE-03-01,vibration,low,25.585071,monitor_near_threshold_sensor,True
MAINT-f281a27e7d014de8,MA-4dd65c80eb50,MACH-01-02-03,PLANT-01,LINE-01-02,vibration,low,16.168814,monitor_near_threshold_sensor,True
MAINT-f281a27e7d014de8,MA-4f3ad19d6dd4,MACH-01-02-03,PLANT-01,LINE-01-02,vibration,low,26.142442,review_degradation_trend,True
MAINT-f281a27e7d014de8,MA-4ffcbd52d1b9,MACH-03-02-01,PLANT-03,LINE-03-02,temperature,low,24.874102,review_degradation_trend,True
MAINT-f281a27e7d014de8,MA-50c98124ca90,MACH-01-02-02,PLANT-01,LINE-01-02,vibration,low,27.100776,monitor_near_threshold_sensor,True
MAINT-f281a27e7d014de8,MA-549e59b9bf4b,MACH-02-01-02,PLANT-02,LINE-02-01,vibration,low,25.016949,monitor_near_threshold_sensor,True
MAINT-f281a27e7d014de8,MA-56186518da48,MACH-03-02-02,PLANT-03,LINE-03-02,vibration,low,14.226836,monitor_near_threshold_sensor,True
MAINT-f281a27e7d014de8,MA-571d9140723e,MACH-02-02-03,PLANT-02,LINE-02-02,vibration,low,24.196758,monitor_near_threshold_sensor,True
MAINT-f281a27e7d014de8,MA-5ac7d3720e62,MACH-02-02-02,PLANT-02,LINE-02-02,vibration,low,16.569476,monitor_near_threshold_sensor,True
MAINT-f281a27e7d014de8,MA-5fe16705f3c1,MACH-01-02-03,PLANT-01,LINE-01-02,vibration,low,15.900162,monitor_near_threshold_sensor,True
MAINT-f281a27e7d014de8,MA-65aeb55217ee,MACH-03-02-02,PLANT-03,LINE-03-02,vibration,low,20.910479,monitor_near_threshold_sensor,True
MAINT-f281a27e7d014de8,MA-6943fad062bb,MACH-02-01-03,PLANT-02,LINE-02-01,vibration,low,29.099343,monitor_near_threshold_sensor,True
MAINT-f281a27e7d014de8,MA-6f2fbe7e2a61,MACH-03-02-01,PLANT-03,LINE-03-02,vibration,low,28.316597,monitor_near_threshold_sensor,True
MAINT-f281a27e7d014de8,MA-7b09f11b12f2,MACH-03-02-01,PLANT-03,LINE-03-02,temperature,low,23.470496,review_degradation_trend,True
MAINT-f281a27e7d014de8,MA-807cf85a44b1,MACH-02-02-03,PLANT-02,LINE-02-02,vibration,low,28.249695,monitor_near_threshold_sensor,True
MAINT-f281a27e7d014de8,MA-886018b7da76,MACH-01-01-03,PLANT-01,LINE-01-01,vibration,low,23.973422,monitor_near_threshold_sensor,True
MAINT-f281a27e7d014de8,MA-8bb64a1ea5d7,MACH-03-02-01,PLANT-03,LINE-03-02,vibration,low,14.148973,monitor_near_threshold_sensor,True
MAINT-f281a27e7d014de8,MA-8feb55f2542e,MACH-01-02-03,PLANT-01,LINE-01-02,vibration,low,24.597615,review_degradation_trend,True
MAINT-f281a27e7d014de8,MA-96f64880fd38,MACH-01-02-03,PLANT-01,LINE-01-02,vibration,low,22.170810,monitor_near_threshold_sensor,True
MAINT-f281a27e7d014de8,MA-9d2d00985aee,MACH-03-01-03,PLANT-03,LINE-03-01,temperature,low,26.890759,review_degradation_trend,True
MAINT-f281a27e7d014de8,MA-a18a67af9d38,MACH-03-01-01,PLANT-03,LINE-03-01,vibration,low,27.744199,monitor_near_threshold_sensor,True
MAINT-f281a27e7d014de8,MA-a4fad884b6b9,MACH-03-01-03,PLANT-03,LINE-03-01,vibration,low,15.927992,monitor_near_threshold_sensor,True
MAINT-f281a27e7d014de8,MA-a7c3377549c8,MACH-01-01-03,PLANT-01,LINE-01-01,vibration,low,15.653055,monitor_near_threshold_sensor,True
MAINT-f281a27e7d014de8,MA-b6b65a9cdde5,MACH-03-02-02,PLANT-03,LINE-03-02,temperature,low,19.863955,review_degradation_trend,True
MAINT-f281a27e7d014de8,MA-b77279ced75d,MACH-03-02-02,PLANT-03,LINE-03-02,temperature,low,19.792985,review_degradation_trend,True
MAINT-f281a27e7d014de8,MA-b775ecb30bf7,MACH-03-01-03,PLANT-03,LINE-03-01,vibration,low,21.941262,monitor_near_threshold_sensor,True
MAINT-f281a27e7d014de8,MA-b835b3fb893b,MACH-01-02-03,PLANT-01,LINE-01-02,vibration,low,24.753034,review_degradation_trend,True
MAINT-f281a27e7d014de8,MA-bf7317e807ab,MACH-01-02-02,PLANT-01,LINE-01-02,vibration,low,19.129197,monitor_near_threshold_sensor,True
MAINT-f281a27e7d014de8,MA-c11fe7d84cee,MACH-03-01-01,PLANT-03,LINE-03-01,vibration,low,16.728341,monitor_near_threshold_sensor,True
MAINT-f281a27e7d014de8,MA-c2693a1c838b,MACH-01-01-01,PLANT-01,LINE-01-01,vibration,low,16.659124,monitor_near_threshold_sensor,True
MAINT-f281a27e7d014de8,MA-c3f6d29ec1bd,MACH-02-01-02,PLANT-02,LINE-02-01,vibration,low,14.190559,monitor_near_threshold_sensor,True
MAINT-f281a27e7d014de8,MA-cac878c8e887,MACH-01-01-03,PLANT-01,LINE-01-01,vibration,low,22.778759,monitor_near_threshold_sensor,True
MAINT-f281a27e7d014de8,MA-cb4488f3a935,MACH-01-01-02,PLANT-01,LINE-01-01,vibration,low,28.382063,monitor_near_threshold_sensor,True
MAINT-f281a27e7d014de8,MA-cc131f2b2252,MACH-03-02-03,PLANT-03,LINE-03-02,vibration,low,28.728685,review_degradation_trend,True
MAINT-f281a27e7d014de8,MA-df8a08b89a02,MACH-01-01-01,PLANT-01,LINE-01-01,vibration,low,17.758431,monitor_near_threshold_sensor,True
MAINT-f281a27e7d014de8,MA-dfd1ae037931,MACH-02-02-01,PLANT-02,LINE-02-02,vibration,low,27.834199,review_degradation_trend,True
MAINT-f281a27e7d014de8,MA-e2ef3e0ea8b2,MACH-03-02-03,PLANT-03,LINE-03-02,vibration,low,24.439631,monitor_near_threshold_sensor,True
MAINT-f281a27e7d014de8,MA-e752d64391ef,MACH-01-02-02,PLANT-01,LINE-01-02,vibration,low,19.095374,monitor_near_threshold_sensor,True
MAINT-f281a27e7d014de8,MA-e9a64147774a,MACH-02-02-03,PLANT-02,LINE-02-02,vibration,low,22.263863,monitor_near_threshold_sensor,True
MAINT-f281a27e7d014de8,MA-f2947538d163,MACH-03-01-03,PLANT-03,LINE-03-01,temperature,low,27.732911,review_degradation_trend,True
MAINT-f281a27e7d014de8,MA-f856a37d8dd1,MACH-02-01-01,PLANT-02,LINE-02-01,vibration,low,29.666804,review_degradation_trend,True
MAINT-f281a27e7d014de8,MA-fb629cabbe3e,MACH-01-01-02,PLANT-01,LINE-01-01,vibration,low,21.935115,monitor_near_threshold_sensor,True
MAINT-f281a27e7d014de8,MA-fd0fe1feb9eb,MACH-03-01-03,PLANT-03,LINE-03-01,temperature,low,24.816610,review_degradation_trend,True
MAINT-f281a27e7d014de8,MA-03915fa519bf,MACH-02-02-01,PLANT-02,LINE-02-02,vibration,medium,51.416216,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-0491c770a579,MACH-01-01-02,PLANT-01,LINE-01-01,vibration,medium,42.365686,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-07679bedcde6,MACH-03-02-03,PLANT-03,LINE-03-02,vibration,medium,51.854888,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-0fe5aa593223,MACH-02-01-01,PLANT-02,LINE-02-01,vibration,medium,56.868186,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-104516094fb7,MACH-03-01-02,PLANT-03,LINE-03-01,vibration,medium,30.859026,review_degradation_trend,True
MAINT-f281a27e7d014de8,MA-10faae312133,MACH-02-02-02,PLANT-02,LINE-02-02,vibration,medium,32.416331,review_degradation_trend,True
MAINT-f281a27e7d014de8,MA-12edd72906ef,MACH-02-02-01,PLANT-02,LINE-02-02,vibration,medium,34.896159,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-17f05c8358ff,MACH-01-01-01,PLANT-01,LINE-01-01,vibration,medium,45.588220,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-1d1f82b22d0d,MACH-03-01-03,PLANT-03,LINE-03-01,vibration,medium,31.496533,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-23ec8aacb84a,MACH-01-01-01,PLANT-01,LINE-01-01,vibration,medium,42.382101,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-253ca5e644b5,MACH-02-01-01,PLANT-02,LINE-02-01,vibration,medium,48.255813,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-279dd2e36239,MACH-01-02-01,PLANT-01,LINE-01-02,vibration,medium,39.988355,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-280c5c246c1f,MACH-02-01-01,PLANT-02,LINE-02-01,vibration,medium,31.538362,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-284798f861ce,MACH-02-02-01,PLANT-02,LINE-02-02,vibration,medium,45.467926,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-29b335fafced,MACH-01-01-03,PLANT-01,LINE-01-01,vibration,medium,49.265890,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-2d8be6c70b93,MACH-03-01-02,PLANT-03,LINE-03-01,vibration,medium,33.786155,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-30ec81887c1f,MACH-03-02-03,PLANT-03,LINE-03-02,vibration,medium,35.093556,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-315efcb06371,MACH-01-01-03,PLANT-01,LINE-01-01,vibration,medium,42.789965,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-36b9016e74e6,MACH-03-01-03,PLANT-03,LINE-03-01,vibration,medium,41.966156,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-36cb76e39712,MACH-02-02-02,PLANT-02,LINE-02-02,vibration,medium,48.787119,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-3881a96ea555,MACH-01-02-01,PLANT-01,LINE-01-02,vibration,medium,45.133454,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-42c6da59a1e7,MACH-03-01-01,PLANT-03,LINE-03-01,vibration,medium,44.224737,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-430f416e7907,MACH-02-01-01,PLANT-02,LINE-02-01,vibration,medium,55.767286,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-435b9a1de657,MACH-03-01-02,PLANT-03,LINE-03-01,temperature,medium,30.414504,review_degradation_trend,True
MAINT-f281a27e7d014de8,MA-43c66fdbadca,MACH-03-01-01,PLANT-03,LINE-03-01,vibration,medium,44.035139,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-490fd0419efb,MACH-01-01-03,PLANT-01,LINE-01-01,vibration,medium,37.904626,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-4ef32c608f82,MACH-02-01-02,PLANT-02,LINE-02-01,vibration,medium,31.126780,review_degradation_trend,True
MAINT-f281a27e7d014de8,MA-538e5d28947c,MACH-01-02-03,PLANT-01,LINE-01-02,vibration,medium,40.068071,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-5936b1f00eb5,MACH-02-01-01,PLANT-02,LINE-02-01,vibration,medium,38.902395,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-5dedab7a197f,MACH-03-02-02,PLANT-03,LINE-03-02,temperature,medium,45.170066,prioritise_non_binding_maintenance_review,True
MAINT-f281a27e7d014de8,MA-5fab52b65a22,MACH-02-01-02,PLANT-02,LINE-02-01,vibration,medium,32.715486,review_degradation_trend,True
MAINT-f281a27e7d014de8,MA-5fc8947eb2ed,MACH-02-02-03,PLANT-02,LINE-02-02,vibration,medium,47.085802,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-6320d1e38959,MACH-03-01-02,PLANT-03,LINE-03-01,vibration,medium,47.444361,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-6681b5c65745,MACH-03-01-02,PLANT-03,LINE-03-01,vibration,medium,44.730790,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-6bb0529073c7,MACH-01-01-01,PLANT-01,LINE-01-01,vibration,medium,48.726894,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-76e6758add27,MACH-01-01-01,PLANT-01,LINE-01-01,vibration,medium,33.805656,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-77c981c8963a,MACH-03-01-03,PLANT-03,LINE-03-01,vibration,medium,41.037793,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-7b5673cad131,MACH-03-02-02,PLANT-03,LINE-03-02,vibration,medium,32.871921,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-81f797149caf,MACH-03-01-01,PLANT-03,LINE-03-01,vibration,medium,31.359873,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-822a5dca66b5,MACH-03-02-03,PLANT-03,LINE-03-02,vibration,medium,46.881697,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-8b8c61ed2ede,MACH-03-02-01,PLANT-03,LINE-03-02,vibration,medium,42.128152,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-94ffa206203d,MACH-03-02-03,PLANT-03,LINE-03-02,vibration,medium,43.920925,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-a0fde684fc15,MACH-01-01-01,PLANT-01,LINE-01-01,vibration,medium,52.398006,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-a4c0a9235012,MACH-02-02-01,PLANT-02,LINE-02-02,vibration,medium,33.529936,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-a86b63152115,MACH-02-01-03,PLANT-02,LINE-02-01,vibration,medium,45.309876,prioritise_non_binding_maintenance_review,True
MAINT-f281a27e7d014de8,MA-a9d6cf5adeb0,MACH-01-02-03,PLANT-01,LINE-01-02,vibration,medium,47.393939,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-abe9ca95f84d,MACH-03-02-02,PLANT-03,LINE-03-02,vibration,medium,44.503399,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-ae6d7852c14d,MACH-02-02-01,PLANT-02,LINE-02-02,vibration,medium,30.754232,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-af730e829099,MACH-01-02-02,PLANT-01,LINE-01-02,vibration,medium,52.204461,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-afb96737620a,MACH-01-01-03,PLANT-01,LINE-01-01,vibration,medium,33.467949,review_degradation_trend,True
MAINT-f281a27e7d014de8,MA-b4db9b658b32,MACH-03-02-03,PLANT-03,LINE-03-02,vibration,medium,34.357768,review_degradation_trend,True
MAINT-f281a27e7d014de8,MA-b5084b1817ed,MACH-02-02-03,PLANT-02,LINE-02-02,vibration,medium,33.142030,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-b54015a56578,MACH-02-01-03,PLANT-02,LINE-02-01,vibration,medium,47.194292,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-b54632bb47d8,MACH-02-01-01,PLANT-02,LINE-02-01,vibration,medium,49.041021,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-ba92d63a0e1d,MACH-02-02-01,PLANT-02,LINE-02-02,vibration,medium,44.264633,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-c3eed5daa6f7,MACH-02-01-03,PLANT-02,LINE-02-01,vibration,medium,39.541606,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-c4674865823e,MACH-03-02-03,PLANT-03,LINE-03-02,vibration,medium,48.438995,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-c4f634ba509e,MACH-02-01-01,PLANT-02,LINE-02-01,vibration,medium,31.839597,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-d029628c9cc8,MACH-02-02-03,PLANT-02,LINE-02-02,vibration,medium,40.152837,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-d05eae8e58bc,MACH-03-01-02,PLANT-03,LINE-03-01,vibration,medium,47.823547,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-d2bf9d0069a7,MACH-02-01-03,PLANT-02,LINE-02-01,vibration,medium,31.495841,review_degradation_trend,True
MAINT-f281a27e7d014de8,MA-ddb1a37c1d19,MACH-02-02-03,PLANT-02,LINE-02-02,vibration,medium,48.824631,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-df6c7d99a39f,MACH-01-02-02,PLANT-01,LINE-01-02,vibration,medium,45.021957,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-e015bcdbc311,MACH-02-02-02,PLANT-02,LINE-02-02,vibration,medium,41.543729,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-e2642303d263,MACH-02-02-02,PLANT-02,LINE-02-02,vibration,medium,39.353611,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-ea2fd682e09e,MACH-01-01-03,PLANT-01,LINE-01-01,vibration,medium,49.768462,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-ed81bde6e249,MACH-03-01-02,PLANT-03,LINE-03-01,vibration,medium,31.504191,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-f3cceb07505e,MACH-03-01-02,PLANT-03,LINE-03-01,vibration,medium,44.126086,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-f92bb7328e95,MACH-03-01-01,PLANT-03,LINE-03-01,vibration,medium,44.748564,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-fb0dae6ff4cf,MACH-02-02-01,PLANT-02,LINE-02-02,vibration,medium,46.425166,review_sensor_threshold_breach,True
MAINT-f281a27e7d014de8,MA-ff1a12594378,MACH-03-01-02,PLANT-03,LINE-03-01,temperature,medium,31.330625,review_degradation_trend,True
